"Module","Cluster","spearman_rho","p_value","n","p_adj"
"MS_Terminal_Differentiation","CD56dim CD122int NK",0.006,0.784525816142034,2203,0.816069655701571
"MS_Terminal_Differentiation","Tscm CD8",-0.359,3.3198404850776e-12,354,9.78864731261851e-12
"MS_Terminal_Differentiation","Classical Monocyte",-0.001,0.974704515491342,2122,0.979590252411098
"MS_Terminal_Differentiation","CD8+ MAIT cell",-0.295,5.94194409438684e-18,824,2.30214452352572e-17
"MS_Terminal_Differentiation","CD56dim CD122lo NK",0.073,0.000170192474669234,2664,0.000303320810410501
"MS_Terminal_Differentiation","Tex CD8",0.051,0.109268850136451,1006,0.141572888222025
"MS_Terminal_Differentiation","Cytotoxic gd T cell",0.129,4.6533603287459e-12,2845,1.3620419648373e-11
"MS_Terminal_Differentiation","ISG+ CD4 T cell",-0.159,1.30780815330292e-14,2331,4.38854451443072e-14
"MS_Terminal_Differentiation","pDC",0.027,0.697862870036646,215,0.740325425620886
"MS_Terminal_Differentiation","Intermediate Monocyte",0.092,0.0138645833878448,722,0.0200711116914288
"MS_Terminal_Differentiation","TNF+ B cell",-0.241,0.00427088129389667,139,0.00662523558550316
"MS_Activation","Naive 1 CD4",-0.158,2.8893913453287e-73,12914,4.06542431395372e-72
"MS_Activation","Naive 2 CD8",-0.15,1.89002569960168e-24,4593,9.07665036575179e-24
"MS_Activation","TEMRA/CTL CD8",0.048,4.63971169262245e-05,7182,8.61353883676668e-05
"MS_Activation","Follicular B cell",-0.182,5.9673026443634e-50,6546,5.98222090097431e-49
"MS_Activation","Naive 1 CD8",-0.175,3.22259156389465e-37,5256,2.26712143354694e-36
"MS_Activation","Th2/Th17 EM CD4",-0.089,1.37690945521187e-07,3500,3.0254284467943e-07
"MS_Activation","Transitional Memory CD4",-0.345,3.42812208477861e-106,3789,8.33137549088621e-105
"MS_Activation","Transitional B cell",-0.273,1.08324525616062e-54,3127,1.14310880979055e-53
"MS_Activation","Naive 2 CD4",-0.08,1.525128312685e-15,9907,5.31805611640595e-15
"MS_Activation","CD56dim CD122hi NK",-0.266,1.37926014480153e-108,6705,3.56827947138976e-107
"MS_Activation","Activated B cell",-0.662,1.62356099700562e-206,1630,1.18372356327137e-204
"MS_Activation","Naive Intermediate CD8",-0.318,8.93377501655572e-49,2027,8.63239465455143e-48
"MS_Activation","Resting Naive B cell",-0.178,8.80912013856742e-27,3557,4.44334235920193e-26
"MS_Activation","Vd1 gd T cell",-0.141,1.69798657960264e-11,2266,4.71205964304955e-11
"MS_Activation","Non-classical Monocyte",0.164,1.61578950109357e-11,1666,4.51520271734162e-11
"MS_Activation","CD56bright NK",0.12,0.000336809698310496,895,0.000585946590119344
"MS_Activation","Naive 3 CD4",-0.118,1.11472961001006e-20,6153,4.83250349853008e-20
"MS_Activation","Vg9Vd2 gd T cell",-0.167,1.4801570714699e-12,1782,4.53086248594986e-12
"MS_Activation","Treg",-0.165,1.05741739401211e-10,1508,2.80810844370104e-10
"MS_Activation","CD4dim Naive T cell",-0.126,2.58600450727006e-05,1116,4.8799426231308e-05
"MS_Activation","CD56dim CD122int NK",-0.279,1.26120218578945e-40,2203,9.54230333021827e-40
"MS_Activation","Tscm CD8",-0.349,1.31760319062178e-11,354,3.72083717915024e-11
"MS_Activation","Classical Monocyte",-0.19,1.04034061570127e-18,2122,4.13046125639809e-18
"MS_Activation","CD8+ MAIT cell",-0.099,0.00451875742055315,824,0.00695593752645609
"MS_Activation","CD56dim CD122lo NK",-0.083,2.00787282005971e-05,2664,3.82497387574321e-05
"MS_Activation","Tex CD8",0.004,0.906027838385621,1006,0.922124779676736
"MS_Activation","Cytotoxic gd T cell",-0.025,0.181058249787599,2845,0.222031676345037
"MS_Activation","ISG+ CD4 T cell",-0.101,1.15684291969925e-06,2331,2.39120624123401e-06
"MS_Activation","pDC",0.019,0.77881968603976,215,0.811186218446608
"MS_Activation","Intermediate Monocyte",-0.092,0.0131163631435567,722,0.0191467804701037
"MS_Activation","TNF+ B cell",-0.385,2.95684465760511e-06,139,5.97327308664811e-06
"MS_Inflammatory_Cytokines","Naive 1 CD4",-0.247,3.47370029202474e-179,12914,1.98993402443132e-177
"MS_Inflammatory_Cytokines","Naive 2 CD8",-0.235,1.03439437389806e-58,4593,1.18512041123749e-57
"MS_Inflammatory_Cytokines","TEMRA/CTL CD8",-0.198,1.2026871784208e-64,7182,1.53103986840235e-63
"MS_Inflammatory_Cytokines","Follicular B cell",-0.286,4.77671552703909e-123,6546,1.66561993595015e-121
"MS_Inflammatory_Cytokines","Naive 1 CD8",-0.273,2.74188986567009e-90,5256,5.1139434238777e-89
"MS_Inflammatory_Cytokines","Th2/Th17 EM CD4",-0.193,9.59193638143587e-31,3500,5.53434027187883e-30
"MS_Inflammatory_Cytokines","Transitional Memory CD4",-0.336,1.5736342235547e-100,3789,3.50570735358574e-99
"MS_Inflammatory_Cytokines","Transitional B cell",-0.292,1.56754319654621e-62,3127,1.93410714404625e-61
"MS_Inflammatory_Cytokines","Naive 2 CD4",-0.136,2.07082639329667e-42,9907,1.66080276742393e-41
"MS_Inflammatory_Cytokines","CD56dim CD122hi NK",-0.14,7.85032969287457e-31,6705,4.56229305339522e-30
"MS_Inflammatory_Cytokines","Activated B cell",-0.405,3.10245321864353e-65,1630,4.07896308418379e-64
"MS_Inflammatory_Cytokines","Naive Intermediate CD8",-0.39,1.79151462731725e-74,2027,2.61235405656079e-73
"MS_Inflammatory_Cytokines","Resting Naive B cell",-0.237,1.90356412806854e-46,3557,1.69628714523441e-45
"MS_Inflammatory_Cytokines","Vd1 gd T cell",-0.29,3.52767000686225e-45,2266,3.04214123172422e-44
"MS_Inflammatory_Cytokines","Non-classical Monocyte",0.115,2.61778914487383e-06,1666,5.3151060612375e-06
"MS_Inflammatory_Cytokines","CD56bright NK",-0.182,4.07747578684518e-08,895,9.31662558703657e-08
"MS_Inflammatory_Cytokines","Naive 3 CD4",-0.207,9.75133708263329e-61,6153,1.1849352030715e-59
"MS_Inflammatory_Cytokines","Vg9Vd2 gd T cell",-0.237,3.48288116250733e-24,1782,1.66266112638743e-23
"MS_Inflammatory_Cytokines","Treg",-0.211,1.0463245730421e-16,1508,3.79706926506681e-16
"MS_Inflammatory_Cytokines","CD4dim Naive T cell",-0.143,1.50508681324963e-06,1116,3.09507595955437e-06
"MS_Inflammatory_Cytokines","CD56dim CD122int NK",-0.104,1.0052217334819e-06,2203,2.08856950842611e-06
"MS_Inflammatory_Cytokines","Tscm CD8",-0.182,0.00058654672440814,354,0.00100082317218473
"MS_Inflammatory_Cytokines","Classical Monocyte",0.146,1.46251711300149e-11,2122,4.11557447237612e-11
"MS_Inflammatory_Cytokines","CD8+ MAIT cell",-0.287,4.46756467841441e-17,824,1.65114602400385e-16
"MS_Inflammatory_Cytokines","CD56dim CD122lo NK",-0.098,4.51444083794519e-07,2664,9.60366459424944e-07
"MS_Inflammatory_Cytokines","Tex CD8",-0.247,2.140503414605e-15,1006,7.39949887290177e-15
"MS_Inflammatory_Cytokines","Cytotoxic gd T cell",-0.212,3.58415934250913e-30,2845,1.99617763381411e-29
"MS_Inflammatory_Cytokines","ISG+ CD4 T cell",-0.091,1.02069803846046e-05,2331,2.01625573114602e-05
"MS_Inflammatory_Cytokines","pDC",-0.05,0.46449112597859,215,0.523940763762066
"MS_Inflammatory_Cytokines","Intermediate Monocyte",0.212,8.54439492206757e-09,722,2.07654688712066e-08
"MS_Inflammatory_Cytokines","TNF+ B cell",-0.463,9.32724555404665e-09,139,2.25995496505904e-08
"MS_Glycolysis_Hypoxia","Naive 1 CD4",0.339,0,12914,0
"MS_Glycolysis_Hypoxia","Naive 2 CD8",0.267,6.5273935094021e-76,4593,1.00672492202702e-74
"MS_Glycolysis_Hypoxia","TEMRA/CTL CD8",0.011,0.350061469766789,7182,0.403375429242765
"MS_Glycolysis_Hypoxia","Follicular B cell",0.152,2.96679624893843e-35,6546,1.98280882637385e-34
"MS_Glycolysis_Hypoxia","Naive 1 CD8",0.289,1.28344057730752e-101,5256,2.94091240857324e-100
"MS_Glycolysis_Hypoxia","Th2/Th17 EM CD4",0.279,1.0559373382641e-63,3500,1.32322147701221e-62
"MS_Glycolysis_Hypoxia","Transitional Memory CD4",0.2,1.78097663709251e-35,3789,1.22080620764803e-34
"MS_Glycolysis_Hypoxia","Transitional B cell",0.08,8.43994132657624e-06,3127,1.67961115233602e-05
"MS_Glycolysis_Hypoxia","Naive 2 CD4",0.395,0,9907,0
"MS_Glycolysis_Hypoxia","CD56dim CD122hi NK",0.241,3.74255693343195e-89,6705,6.82166059230096e-88
"MS_Glycolysis_Hypoxia","Activated B cell",0.478,7.16632182022206e-94,1630,1.3684262142424e-92
"MS_Glycolysis_Hypoxia","Naive Intermediate CD8",0.317,1.14772119376758e-48,2027,1.09580047309714e-47
"MS_Glycolysis_Hypoxia","Resting Naive B cell",0.206,2.94368288931003e-35,3557,1.98280882637385e-34
"MS_Glycolysis_Hypoxia","Vd1 gd T cell",0.138,4.65376026346742e-11,2266,1.25667196340097e-10
"MS_Glycolysis_Hypoxia","Non-classical Monocyte",0.016,0.510505476550578,1666,0.566286849507004
"MS_Glycolysis_Hypoxia","CD56bright NK",0.042,0.207436665436137,895,0.250926403740244
"MS_Glycolysis_Hypoxia","Naive 3 CD4",0.384,8.89640085700692e-216,6153,7.92768165257728e-214
"MS_Glycolysis_Hypoxia","Vg9Vd2 gd T cell",0.034,0.15368883471899,1782,0.191991348044595
"MS_Glycolysis_Hypoxia","Treg",0.305,9.8718802380266e-34,1508,6.43678695194905e-33
"MS_Glycolysis_Hypoxia","CD4dim Naive T cell",0.333,2.91807540041672e-30,1116,1.64809610643254e-29
"MS_Glycolysis_Hypoxia","CD56dim CD122int NK",0.213,5.78672041251328e-24,2203,2.72997045343274e-23
"MS_Glycolysis_Hypoxia","Tscm CD8",0.467,1.56115296897346e-20,354,6.69542610222841e-20
"MS_Glycolysis_Hypoxia","Classical Monocyte",0.207,7.02418408361834e-22,2122,3.12966424170106e-21
"MS_Glycolysis_Hypoxia","CD8+ MAIT cell",0.235,8.28727284729465e-12,824,2.3737117226894e-11
"MS_Glycolysis_Hypoxia","CD56dim CD122lo NK",0.132,7.08793418963308e-12,2664,2.05217444768438e-11
"MS_Glycolysis_Hypoxia","Tex CD8",0.063,0.045730880358681,1006,0.062909375724978
"MS_Glycolysis_Hypoxia","Cytotoxic gd T cell",0.007,0.69973369951008,2845,0.74072130895379
"MS_Glycolysis_Hypoxia","ISG+ CD4 T cell",0.051,0.0135502876978655,2331,0.019651592646814
"MS_Glycolysis_Hypoxia","pDC",0.255,0.000153907985664426,215,0.000275522777908191
"MS_Glycolysis_Hypoxia","Intermediate Monocyte",0.122,0.000999315736013878,722,0.00167667619306094
"MS_Glycolysis_Hypoxia","TNF+ B cell",-0.165,0.0521783497649524,139,0.0711684294413126
"MS_OXPHOS","Naive 1 CD4",0.032,0.000260664740603698,12914,0.000459457410910255
"MS_OXPHOS","Naive 2 CD8",0.043,0.00322074920965002,4593,0.00507445500770995
"MS_OXPHOS","TEMRA/CTL CD8",0.015,0.195692108725834,7182,0.23859883536957
"MS_OXPHOS","Follicular B cell",-0.034,0.00595681161908239,6546,0.00909973889238872
"MS_OXPHOS","Naive 1 CD8",-0.002,0.869082471239802,5256,0.889035895324389
"MS_OXPHOS","Th2/Th17 EM CD4",0.011,0.512417632368207,3500,0.566839918840416
"MS_OXPHOS","Transitional Memory CD4",0.051,0.00151862157583337,3789,0.00250089220496584
"MS_OXPHOS","Transitional B cell",-0.032,0.0754055979486866,3127,0.100290695779182
"MS_OXPHOS","Naive 2 CD4",0.032,0.00158836190304588,9907,0.00259972703314857
"MS_OXPHOS","CD56dim CD122hi NK",-0.053,1.21768852900288e-05,6705,2.37612214175258e-05
"MS_OXPHOS","Activated B cell",0.351,2.29424937616519e-48,1630,2.13952092986568e-47
"MS_OXPHOS","Naive Intermediate CD8",0.04,0.0684149920793835,2027,0.0914480394127759
"MS_OXPHOS","Resting Naive B cell",-0.025,0.131213916371287,3557,0.166245751863779
"MS_OXPHOS","Vd1 gd T cell",-0.03,0.148864251101898,2266,0.186545514662066
"MS_OXPHOS","Non-classical Monocyte",0.05,0.041894667420765,1666,0.0582314094825884
"MS_OXPHOS","CD56bright NK",0.007,0.836755867636315,895,0.861260800347916
"MS_OXPHOS","Naive 3 CD4",0.056,1.05467891081616e-05,6153,2.07826163752964e-05
"MS_OXPHOS","Vg9Vd2 gd T cell",-0.011,0.628159109797145,1782,0.67621865187725
"MS_OXPHOS","Treg",0.078,0.00235073575356631,1508,0.00375555791705216
"MS_OXPHOS","CD4dim Naive T cell",0.018,0.556551556560652,1116,0.607284827702916
"MS_OXPHOS","CD56dim CD122int NK",-0.045,0.0329113876823279,2203,0.0460644553599074
"MS_OXPHOS","Tscm CD8",0.072,0.173996772345132,354,0.214026704633122
"MS_OXPHOS","Classical Monocyte",0.088,5.05620240279769e-05,2122,9.34348923281969e-05
"MS_OXPHOS","CD8+ MAIT cell",0.089,0.0103857195741351,824,0.0153112998133389
"MS_OXPHOS","CD56dim CD122lo NK",0.002,0.914001139697934,2664,0.929060727551005
"MS_OXPHOS","Tex CD8",0.17,5.55863640466338e-08,1006,1.25932949054803e-07
"MS_OXPHOS","Cytotoxic gd T cell",0.002,0.915599318639787,2845,0.929507156391278
"MS_OXPHOS","ISG+ CD4 T cell",-0.126,8.96005275791765e-10,2331,2.28125787677776e-09
"MS_OXPHOS","pDC",0.177,0.00919028192365832,215,0.0136745938826975
"MS_OXPHOS","Intermediate Monocyte",-0.007,0.84618700248638,722,0.867036596250804
"MS_OXPHOS","TNF+ B cell",0.26,0.00201495609700854,139,0.00323846651262695
"MS_Fatty_Acid_Oxidation","Naive 1 CD4",0.02,0.0234738454607999,12914,0.0335579751507336
"MS_Fatty_Acid_Oxidation","Naive 2 CD8",0.04,0.00694077123369012,4593,0.0105426108511733
"MS_Fatty_Acid_Oxidation","TEMRA/CTL CD8",-0.006,0.639051021410145,7182,0.683706792395362
"MS_Fatty_Acid_Oxidation","Follicular B cell",0.013,0.277789478243794,6546,0.328110694479415
"MS_Fatty_Acid_Oxidation","Naive 1 CD8",0.044,0.00147225146812837,5256,0.00242951785481267
"MS_Fatty_Acid_Oxidation","Th2/Th17 EM CD4",0.023,0.168576755456192,3500,0.208639749808435
"MS_Fatty_Acid_Oxidation","Transitional Memory CD4",0.023,0.154487743308657,3789,0.19268922260271
"MS_Fatty_Acid_Oxidation","Transitional B cell",0.044,0.013198908084253,3127,0.0192114778286224
"MS_Fatty_Acid_Oxidation","Naive 2 CD4",0.043,1.74919543395322e-05,9907,3.34810200007275e-05
"MS_Fatty_Acid_Oxidation","CD56dim CD122hi NK",0.053,1.41992760993459e-05,6705,2.75068102214382e-05
"MS_Fatty_Acid_Oxidation","Activated B cell",0.282,4.11449523061494e-31,1630,2.44431494440977e-30
"MS_Fatty_Acid_Oxidation","Naive Intermediate CD8",0.041,0.0652444278111715,2027,0.0877953542022811
"MS_Fatty_Acid_Oxidation","Resting Naive B cell",0.055,0.00109641727704494,3557,0.00182812194634104
"MS_Fatty_Acid_Oxidation","Vd1 gd T cell",-0.01,0.642374949071073,2266,0.685998281165114
"MS_Fatty_Acid_Oxidation","Non-classical Monocyte",0.164,1.76701037289042e-11,1666,4.87333462703366e-11
"MS_Fatty_Acid_Oxidation","CD56bright NK",0.107,0.00131365670422274,895,0.00217227356038481
"MS_Fatty_Acid_Oxidation","Naive 3 CD4",0.049,0.00010726975485876,6153,0.000195523507719831
"MS_Fatty_Acid_Oxidation","Vg9Vd2 gd T cell",-0.059,0.0131305851104203,1782,0.0191467804701037
"MS_Fatty_Acid_Oxidation","Treg",-0.028,0.271169391699993,1508,0.321237595485073
"MS_Fatty_Acid_Oxidation","CD4dim Naive T cell",0.048,0.110800460309107,1116,0.143325756722425
"MS_Fatty_Acid_Oxidation","CD56dim CD122int NK",0.036,0.0915489482637568,2203,0.120167359259465
"MS_Fatty_Acid_Oxidation","Tscm CD8",0.069,0.195758146724659,354,0.23859883536957
"MS_Fatty_Acid_Oxidation","Classical Monocyte",0.106,1.06842634838414e-06,2122,2.21415486150924e-06
"MS_Fatty_Acid_Oxidation","CD8+ MAIT cell",0.017,0.632782394785848,824,0.679372798685743
"MS_Fatty_Acid_Oxidation","CD56dim CD122lo NK",0.062,0.001271256310948,2664,0.00211086451631532
"MS_Fatty_Acid_Oxidation","Tex CD8",0.075,0.0167002579437078,1006,0.0240459728381573
"MS_Fatty_Acid_Oxidation","Cytotoxic gd T cell",-0.016,0.40389623063266,2845,0.460774931674813
"MS_Fatty_Acid_Oxidation","ISG+ CD4 T cell",0.002,0.927647800334163,2331,0.939360525085857
"MS_Fatty_Acid_Oxidation","pDC",0.16,0.0190049414903193,215,0.0273153460129678
"MS_Fatty_Acid_Oxidation","Intermediate Monocyte",0.062,0.0940447332053885,722,0.123040580800525
"MS_Fatty_Acid_Oxidation","TNF+ B cell",-0.154,0.0697294852731782,139,0.0930499953229433
"MS_Proliferation","Naive 1 CD4",-0.094,1.28000000200436e-26,12914,6.37614907830744e-26
"MS_Proliferation","Naive 2 CD8",-0.097,3.81576644535017e-11,4593,1.0338664490442e-10
"MS_Proliferation","TEMRA/CTL CD8",-0.062,1.70837534873057e-07,7182,3.72314410239652e-07
"MS_Proliferation","Follicular B cell",-0.07,1.14337467731378e-08,6546,2.74546853654387e-08
"MS_Proliferation","Naive 1 CD8",-0.099,7.04994666153613e-13,5256,2.20002226558443e-12
"MS_Proliferation","Th2/Th17 EM CD4",-0.001,0.958576636861788,3500,0.967016934293276
"MS_Proliferation","Transitional Memory CD4",-0.113,3.2456713760818e-12,3789,9.60527100965906e-12
"MS_Proliferation","Transitional B cell",-0.013,0.468788581945991,3127,0.527942273345613
"MS_Proliferation","Naive 2 CD4",-0.053,1.5294676916718e-07,9907,3.35145652655951e-07
"MS_Proliferation","CD56dim CD122hi NK",-0.021,0.0930205674615165,6705,0.121899501804144
"MS_Proliferation","Activated B cell",-0.035,0.160445675341059,1630,0.199499893989968
"MS_Proliferation","Naive Intermediate CD8",-0.131,3.08419809377155e-09,2027,7.61085191139932e-09
"MS_Proliferation","Resting Naive B cell",-0.099,3.63703077416299e-09,3557,8.94754196588564e-09
"MS_Proliferation","Vd1 gd T cell",-0.077,0.000229543333829905,2266,0.000406387977332414
"MS_Proliferation","Non-classical Monocyte",-0.066,0.00746096466945804,1666,0.0112899880469912
"MS_Proliferation","CD56bright NK",0.027,0.422921542585604,895,0.480429287753052
"MS_Proliferation","Naive 3 CD4",-0.078,8.67797743326006e-10,6153,2.21647703868617e-09
"MS_Proliferation","Vg9Vd2 gd T cell",-0.143,1.29847662213776e-09,1782,3.2747743740707e-09
"MS_Proliferation","Treg",0.007,0.794241839072915,1508,0.8240387515349
"MS_Proliferation","CD4dim Naive T cell",-0.075,0.0119192678914509,1116,0.0175077891006293
"MS_Proliferation","CD56dim CD122int NK",-0.009,0.680266417724058,2203,0.723572502672009
"MS_Proliferation","Tscm CD8",-0.139,0.00900534719062969,354,0.0134493267167319
"MS_Proliferation","Classical Monocyte",-0.058,0.00785733930654718,2122,0.0118228632717652
"MS_Proliferation","CD8+ MAIT cell",-0.07,0.0455421785970914,824,0.0627574351114558
"MS_Proliferation","CD56dim CD122lo NK",-0.024,0.212539997701849,2664,0.255557838316166
"MS_Proliferation","Tex CD8",0.042,0.187458341419224,1006,0.229529144760637
"MS_Proliferation","Cytotoxic gd T cell",-0.059,0.00163103570680631,2845,0.00266413571661642
"MS_Proliferation","ISG+ CD4 T cell",-0.145,2.14689820490553e-12,2331,6.44873543196342e-12
"MS_Proliferation","pDC",0.054,0.43244163257845,215,0.490549065527464
"MS_Proliferation","Intermediate Monocyte",-0.074,0.0468942794263486,722,0.0642892514528745
"MS_Proliferation","TNF+ B cell",-0.224,0.00797677609709512,139,0.0119577092147108
"MS_Apoptosis_Survival","Naive 1 CD4",-0.034,9.38533750375062e-05,12914,0.000171850243790137
"MS_Apoptosis_Survival","Naive 2 CD8",-0.075,4.11253752744596e-07,4593,8.81886389575309e-07
"MS_Apoptosis_Survival","TEMRA/CTL CD8",-0.034,0.00359297486961985,7182,0.00562805829186546
"MS_Apoptosis_Survival","Follicular B cell",-0.105,1.41296425686429e-17,6546,5.37060347869745e-17
"MS_Apoptosis_Survival","Naive 1 CD8",-0.153,8.92779956175412e-29,5256,4.80543305270255e-28
"MS_Apoptosis_Survival","Th2/Th17 EM CD4",-0.037,0.0304188793926304,3500,0.0428751164725652
"MS_Apoptosis_Survival","Transitional Memory CD4",-0.07,1.40509634921407e-05,3789,2.72854061033822e-05
"MS_Apoptosis_Survival","Transitional B cell",-0.125,2.17335692853784e-12,3127,6.50385170405727e-12
"MS_Apoptosis_Survival","Naive 2 CD4",-0.034,0.000807770335466375,9907,0.0013667337743545
"MS_Apoptosis_Survival","CD56dim CD122hi NK",-0.135,9.59033496637248e-29,6705,5.12763242868715e-28
"MS_Apoptosis_Survival","Activated B cell",-0.429,5.4130329291761e-74,1630,7.75223644499863e-73
"MS_Apoptosis_Survival","Naive Intermediate CD8",-0.079,0.000353315868360906,2027,0.000613331875379754
"MS_Apoptosis_Survival","Resting Naive B cell",-0.158,2.86364085186837e-21,3557,1.25499451540898e-20
"MS_Apoptosis_Survival","Vd1 gd T cell",-0.112,8.72790549415443e-08,2266,1.928314106422e-07
"MS_Apoptosis_Survival","Non-classical Monocyte",-0.094,0.000119294152639566,1666,0.000215481780218315
"MS_Apoptosis_Survival","CD56bright NK",-0.062,0.0617612468827726,895,0.083528701517679
"MS_Apoptosis_Survival","Naive 3 CD4",-0.044,0.000587765229549888,6153,0.00100082317218473
"MS_Apoptosis_Survival","Vg9Vd2 gd T cell",-0.111,2.75865942886483e-06,1782,5.58698197462019e-06
"MS_Apoptosis_Survival","Treg",0.045,0.0824600770964898,1508,0.10895054667444
"MS_Apoptosis_Survival","CD4dim Naive T cell",-0.049,0.104045524293176,1116,0.13502347974616
"MS_Apoptosis_Survival","CD56dim CD122int NK",-0.066,0.00183132011626704,2203,0.00296112647831889
"MS_Apoptosis_Survival","Tscm CD8",-0.118,0.0262432145546992,354,0.037120031874548
"MS_Apoptosis_Survival","Classical Monocyte",-0.011,0.600171779268908,2122,0.650456441856303
"MS_Apoptosis_Survival","CD8+ MAIT cell",-0.071,0.0423757048221932,824,0.0587981232999982
"MS_Apoptosis_Survival","CD56dim CD122lo NK",-0.019,0.317643621288615,2664,0.36813610444143
"MS_Apoptosis_Survival","Tex CD8",0.038,0.232819535029036,1006,0.27744616209998
"MS_Apoptosis_Survival","Cytotoxic gd T cell",-0.057,0.00219686419110627,2845,0.00352377016253445
"MS_Apoptosis_Survival","ISG+ CD4 T cell",0.038,0.0680902412413179,2331,0.0911658989574908
"MS_Apoptosis_Survival","pDC",0.113,0.0998380910170614,215,0.129984008109875
"MS_Apoptosis_Survival","Intermediate Monocyte",0.071,0.0552516003968895,722,0.0752322300820125
"MS_Apoptosis_Survival","TNF+ B cell",-0.343,3.54661348803971e-05,139,6.61484655211128e-05
"MS_Senescence","Naive 1 CD4",-0.011,0.199164760351809,12914,0.241649225116719
"MS_Senescence","Naive 2 CD8",-0.043,0.00378566422663988,4593,0.0059068146104381
"MS_Senescence","TEMRA/CTL CD8",0.076,9.76317630452101e-11,7182,2.60135129442719e-10
"MS_Senescence","Follicular B cell",-0.165,2.78863608123756e-41,6546,2.15046743956974e-40
"MS_Senescence","Naive 1 CD8",-0.076,3.12417857367751e-08,5256,7.22072396567539e-08
"MS_Senescence","Th2/Th17 EM CD4",-0.052,0.00196320383015592,3500,0.0031616254453515
"MS_Senescence","Transitional Memory CD4",0.008,0.62900138940203,3789,0.67621865187725
"MS_Senescence","Transitional B cell",-0.129,5.17478163937029e-13,3127,1.62116206045897e-12
"MS_Senescence","Naive 2 CD4",-0.02,0.0437604337880576,9907,0.0606133963422166
"MS_Senescence","CD56dim CD122hi NK",-0.015,0.230064059263486,6705,0.274570499299577
"MS_Senescence","Activated B cell",-0.432,2.92043361630581e-75,1630,4.33738474125419e-74
"MS_Senescence","Naive Intermediate CD8",-0.035,0.113186213267344,2027,0.145941065981367
"MS_Senescence","Resting Naive B cell",-0.218,1.69243796868629e-39,3557,1.24526169806092e-38
"MS_Senescence","Vd1 gd T cell",0.011,0.596081388705915,2266,0.646897528744443
"MS_Senescence","Non-classical Monocyte",-0.076,0.00194156088641154,1666,0.00313306203400815
"MS_Senescence","CD56bright NK",-0.034,0.308510150607036,895,0.359629565097155
"MS_Senescence","Naive 3 CD4",-0.031,0.0140753047091067,6153,0.0203394493273938
"MS_Senescence","Vg9Vd2 gd T cell",-0.035,0.141670025804646,1782,0.178366343320763
"MS_Senescence","Treg",-0.128,5.72732945354787e-07,1508,1.21195731444469e-06
"MS_Senescence","CD4dim Naive T cell",-0.007,0.817234892259355,1116,0.843529451212359
"MS_Senescence","CD56dim CD122int NK",-0.009,0.672759148975009,2203,0.716537632772852
"MS_Senescence","Tscm CD8",0.053,0.315597412352562,354,0.366824818415587
"MS_Senescence","Classical Monocyte",-0.065,0.00279462358833865,2122,0.00442942315780158
"MS_Senescence","CD8+ MAIT cell",0.013,0.700083232153333,824,0.74072130895379
"MS_Senescence","CD56dim CD122lo NK",-0.012,0.525640110783091,2664,0.57907056160445
"MS_Senescence","Tex CD8",0.04,0.209435256025461,1006,0.252582068169053
"MS_Senescence","Cytotoxic gd T cell",-0.021,0.252555644717148,2845,0.300073521575041
"MS_Senescence","ISG+ CD4 T cell",-0.007,0.734685350185489,2331,0.771227291686862
"MS_Senescence","pDC",-0.018,0.790550116787531,215,0.821270976248186
"MS_Senescence","Intermediate Monocyte",0.024,0.521809872796283,722,0.575641702864676
"MS_Senescence","TNF+ B cell",-0.086,0.314921293896609,139,0.366570214376024
"MS_Tissue_Residency","Naive 1 CD4",0.036,4.91206907746738e-05,12914,9.09810485018208e-05
"MS_Tissue_Residency","Naive 2 CD8",-0.04,0.0074141725852959,4593,0.011240390195477
"MS_Tissue_Residency","TEMRA/CTL CD8",-0.046,8.6335309783108e-05,7182,0.000158446037633988
"MS_Tissue_Residency","Follicular B cell",-0.103,8.37823733412059e-17,6546,3.05424833725669e-16
"MS_Tissue_Residency","Naive 1 CD8",-0.078,1.68795043915167e-08,5256,3.99332227787505e-08
"MS_Tissue_Residency","Th2/Th17 EM CD4",0.026,0.122406888918414,3500,0.156571491088625
"MS_Tissue_Residency","Transitional Memory CD4",-0.069,2.12517824595795e-05,3789,4.0388458608016e-05
"MS_Tissue_Residency","Transitional B cell",-0.093,1.63469885236977e-07,3127,3.5722846855601e-07
"MS_Tissue_Residency","Naive 2 CD4",-0.032,0.00168540933546914,9907,0.00274178151530679
"MS_Tissue_Residency","CD56dim CD122hi NK",-0.125,7.81039339675891e-25,6705,3.81947286841503e-24
"MS_Tissue_Residency","Activated B cell",-0.519,5.60738969588736e-113,1630,1.60611662003631e-111
"MS_Tissue_Residency","Naive Intermediate CD8",0.036,0.102404614811841,2027,0.13310940207309
"MS_Tissue_Residency","Resting Naive B cell",-0.201,1.04103077498358e-33,3557,6.73311839949055e-33
"MS_Tissue_Residency","Vd1 gd T cell",-0.08,0.000150196881093047,2266,0.000269480757576339
"MS_Tissue_Residency","Non-classical Monocyte",-0.046,0.0608681063871511,1666,0.0824598333150257
"MS_Tissue_Residency","CD56bright NK",-0.019,0.578687135265499,895,0.630580275112677
"MS_Tissue_Residency","Naive 3 CD4",-0.046,0.000267246353553039,6153,0.000470025384977056
"MS_Tissue_Residency","Vg9Vd2 gd T cell",0.016,0.505708412953321,1782,0.562521702064582
"MS_Tissue_Residency","Treg",0.056,0.0309931086836899,1508,0.0436078476567006
