cluster,direction,gene,avg_log2FC,padj
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000247121,-1.05602737533949,1.2941046690244299e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,NDFIP2,-0.758333542881829,1.3215903283977399e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,CCNY-AS1,-1.95636857284965,1.5039630251605298e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000291063,-1.09016884992642,1.68652687157316e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,GATD3B,-1.56378552436798,1.84765191242856e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000262049,-1.87080067961616,2.3214850644921898e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,CASTOR3P,-0.861697335440952,2.3251721038694698e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,MRPL45P2,-1.21856554632005,2.83207612297837e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000290921,-0.920298298897013,2.85008118347333e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,LINC03006,-1.18621019131826,4.12162550633119e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,NSUN5P2,-1.55285110357573,5.46663079488291e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000274292,-2.30957815357402,8.025149029930179e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,ZBTB38,-0.740680588112743,9.00602497752351e-20
0_CD4_T_cell_HighvsLowVL_ALL,Down,ANK2,-1.24510932399027,1.1645892751495598e-19
0_CD4_T_cell_HighvsLowVL_ALL,Down,MYO1D,-1.24797613127327,1.44201076538067e-19
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000290440,-0.995456402024142,1.5664079720956298e-19
0_CD4_T_cell_HighvsLowVL_ALL,Down,PABIR3,-0.801621508423295,2.1612784454621698e-19
0_CD4_T_cell_HighvsLowVL_ALL,Down,LINC01891,-0.901847706500017,2.3192117575423e-19
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000285651,-0.63082479097978,2.5789084055872097e-19
0_CD4_T_cell_HighvsLowVL_ALL,Down,GPATCH2,-0.717551259638535,2.8218493933238595e-19
0_CD4_T_cell_HighvsLowVL_ALL,Down,H2AC11,-1.62089196338216,3.3113524416075e-19
0_CD4_T_cell_HighvsLowVL_ALL,Down,NCOA5,-0.614816417966542,5.881268307892289e-19
0_CD4_T_cell_HighvsLowVL_ALL,Down,ERCC6L2-AS1,-1.09887129996487,6.391952396996139e-19
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000279110,-2.64173461324144,7.706588057542149e-19
0_CD4_T_cell_HighvsLowVL_ALL,Down,MIR22HG,-1.74763336817869,1.1312057356357399e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,UQCC6,-1.36220938587135,1.3433861525061299e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000276216,-2.12539130203485,2.00883723522626e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000254682,-3.0920303965515,2.14503628381283e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,METTL13,-0.627998746269185,2.15905572697138e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,DYNLT2B,-0.986716656609237,2.26462573119417e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000251034,-1.24432903285769,2.75649250038574e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,SPSB1,-1.08763923105348,3.92739193098431e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000272501,-1.31838827903712,4.08398143980473e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000258560,-1.80694147421135,4.4570462057120596e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,CD99P1,-0.81893999165671,7.72513004905926e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,PHAF1,-0.939350887040345,7.91674750223539e-18
0_CD4_T_cell_HighvsLowVL_ALL,Down,MARCH3,-0.770348590558788,1.83256335038374e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,NSUN5P1,-1.02875038966209,1.91713655309302e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000254420,-1.16378196867695,1.99479674475937e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,LINC00513,-0.903818884895824,2.4246157819376e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,IRS2,-0.916687514726495,2.42578007404184e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,NR3C2,-0.963053789851491,2.5965680543015998e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,H2AJ,-0.761013631790816,2.8118664630057104e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,ATXN7L3-AS1,-1.83036049591364,2.87149176780436e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000243305,-0.951489907236216,2.88614871998668e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,CHD1-DT,-1.32215010224351,3.08664710277956e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000229151,-0.823861434488722,3.20864011602589e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000278743,-1.06413932687604,3.57390838171113e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,RPS6KA5,-0.696692497104627,6.29674010543373e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,CNPY2-AS1,-0.948117101451134,6.38350498482902e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,GP6-AS1,-0.959967701533394,6.47127438909007e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,KIFBP,-1.06603267964665,7.11177916982294e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000291060,-1.01427140615989,7.560526335740751e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,USP34-DT,-1.28750939970068,7.9015735245055e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,TNFRSF18,-1.69646151577179,8.06333253663561e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000291174,-0.740395613410895,8.24663177553611e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000280800,-7.51675698241176,9.355843266891341e-17
0_CD4_T_cell_HighvsLowVL_ALL,Down,TPPP,-2.44097442004054,1.13469990570114e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,TUBA1B-AS1,-0.99305817892005,1.1888794121635e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,TNS2-AS1,-0.964952675194453,1.19283792073645e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000273175,-0.643895972331,1.29591862867118e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,MVP-DT,-1.25142162634331,1.31807014758977e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,LDAF1,-1.06546384384093,1.3340908243062299e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000285921,-1.10530494320865,1.34075667030366e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,GBP2,-0.700208510883174,2.06861799735942e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000287697,-1.38999366428351,3.57308932733012e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,MIR4435-2HG,-0.827244931990306,3.93128960707502e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,H2BC4,-0.779970533346938,4.2276563602528e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,ANXA2R-OT1,-1.08801751939034,5.16868599861896e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,SPEN-AS1,-1.03648845202685,5.400904622440269e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,SLC35F1,-1.04555240540282,5.66545166265252e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,C8orf44,-0.858320783810869,5.76651696666244e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,FNDC3B,-0.616746388377496,6.02887883223129e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,POLR3B,-0.791490848223205,6.12410819936854e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,KLHL18,-0.688654417730284,6.69928963423039e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,PCGF3-AS1,-0.938702773019415,7.276422754792301e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,GBA1,-0.767197435155958,7.54575219047553e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000287092,-0.665664685354626,9.947749035743101e-16
0_CD4_T_cell_HighvsLowVL_ALL,Down,WDR47,-0.856704091991073,1.2448318024275601e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000250075,-2.09158064992748,1.2468941058680701e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000237773,-1.10261242357306,1.2533539654566901e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,TMEM161B-DT,-0.692263513075622,1.3768307696933102e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,CENPF,-1.2761086759104,1.38309268597243e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,HNRNPK-AS1,-1.51836939520194,1.7571977833716201e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000289596,-2.09872417388999,1.9018260736467903e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,TAGAP-AS1,-0.805539436116871,2.0684463477768403e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,NPEPPS,-0.705770473064959,3.3515793061290904e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,CCNYL1,-0.612163075046487,3.42407754606014e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,AREG,-0.803342405847106,4.543929036619541e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,TAF9B,-0.600945311409157,4.9310242406337506e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,POMZP3,-0.751418784198188,7.564501046719871e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000288833,-2.05793797786428,9.590007601172532e-15
0_CD4_T_cell_HighvsLowVL_ALL,Down,KLRB1,-2.14936760212942,1.15021214048937e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENPP2,-1.14858074232361,1.28648413856708e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,ADAMTS17,-1.02981078361265,1.2903479534424101e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,ARMH4,-0.714666368570071,1.3162729990411801e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000267009,-1.32601470714,1.42900846819412e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000290709,-0.906090019755143,1.54156120841987e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,NOPCHAP1,-0.797846311572543,1.5429852691865902e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,CD84,-0.950792864791446,1.78801980775995e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,KIF1B,-0.701098399531373,1.8260263374257202e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,LINC02256.1,-1.20485713361734,1.8768927594359502e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,KRT10-AS1,-2.10596944702295,2.35840555763227e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,H2BC18,-1.33408314529979,2.42477527444828e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,SANBR,-1.34367136636334,3.35176960273703e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,UBE2Q2P2,-1.7397943829348,3.60652030738002e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000256152,-2.64742839162102,3.81727864089723e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,MARCHF2,-1.23502653332537,4.1846209116529e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000287979,-8.26993844278156,4.23532536457341e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000233461,-1.96510609950671,4.83511270680439e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,RASSF8,-1.05125756778917,5.15780508680568e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,LINC02694,-1.57008351614914,5.61518380761582e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,NF1,-0.789499296723092,6.21322865255412e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,ILRUN-AS1,-1.27666486100695,6.9245279651918e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,PLA2G2C,-3.36848641736203,7.8031197238295e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,TRD-AS1,-2.0499980012712,8.261616189318271e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000228162,-1.6448862324786,9.545915120250991e-14
0_CD4_T_cell_HighvsLowVL_ALL,Down,MT1F,-0.859645282418191,1.00543109044207e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,SLC30A1,-0.917228914112165,1.02219838003241e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000272742,-2.15062552958604,1.02851391485997e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000289093,-1.8599437532054,1.28823993694958e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,NRCAM,-2.57670982560013,1.3590597621502e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000288887,-1.58155492752643,1.44388722924814e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,DDX47,-0.971478571596828,1.52075718869819e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,TRABD-AS1,-1.70172291430336,1.96998945091206e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,PSMC3IP,-1.32200430201798,2.07762947349139e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,DPP3-DT,-1.76048057749025,2.65396137888399e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,RCAN3AS,-0.586139081019181,2.9451485540407e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,CD44-AS1,-1.08338103306254,3.01283441267569e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000291233,-2.66658262716508,3.49425203064065e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000291078,-1.13838081366005,3.7214347127576697e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000272106,-1.57687957558661,3.83114931717481e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000267598,-0.903284430398289,4.61638479537101e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,CORO1A-AS1,-0.926979981270112,5.783264973523469e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000248367,-1.37174301310385,5.78491294163474e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000290951,-1.55348242888161,5.96079384443712e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000273748,-1.27772653145208,6.06383191778252e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000286931,-2.26935784272171,7.14877581663737e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,AMBRA1,-0.629203539898857,7.23417223924028e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000290578,-1.71328619185052,7.48650750477419e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ISG15,-1.06911273463024,7.58475348931182e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000219410,-1.26103810956306,8.39913428781372e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,FOSB,-0.66243367737154,9.68987396644654e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,LRRC51,-1.72452017053953,9.99770137562632e-13
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000291224,-1.68270293004264,1.03513611998537e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,NR4A3,-1.15314499699824,1.07147533546623e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000288999,-1.77963535647132,1.2140107928298099e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000289526,-1.97627470298513,1.4030757730563e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,B9D2,-0.596820648361339,1.59226979925887e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,RFX3-DT,-0.741029421611007,1.7533777656554399e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,TICAM2-AS1,-1.21416580548104,1.75882469155941e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000287378,-1.0776378050667,1.89867237572122e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,APPAT,-1.60018970031424,1.91115803061087e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,SORL1-AS1,-1.32803838042905,1.9952384484557097e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,AIM2,-1.83813884492793,2.0742919921714997e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000259088,-1.26744566390109,2.47551459741287e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,CKS2,-0.671177887655123,2.69913786253589e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000290383,-1.26949043133886,2.73170757506794e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000265496,-2.6269483201704,2.79916680528882e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000291055,-0.615058518446234,3.40256218998653e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,THBS3-AS1,-1.51794583087587,3.97361508469835e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,MSANTD7,-0.97247442380132,4.5168050984158296e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,PTGR3,-0.851389845414623,4.8133267630442895e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,MRPS31P5,-1.19229112987908,5.42189612704073e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,INO80D-AS1,-1.74312341361533,5.93293940476478e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,IFI6,-0.756690389122039,6.77582184628177e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000233912,-0.780872574807174,8.2264245415701e-12
0_CD4_T_cell_HighvsLowVL_ALL,Down,PIK3IP1-DT,-0.900606674698079,1.00817457827469e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,PABIR2,-0.622804911069676,1.08497339989599e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000183562,-1.01573612803214,1.16593273436503e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,FAM222A,-2.11180448705957,1.1675668313611498e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,CST7,-1.53223358414498,1.1699869576556399e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000254777,-0.979370421812643,1.4241393461647899e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,UST,-0.627116456717754,1.45596432010659e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,TIGIT,-1.45247502176329,1.60779905196649e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ZNF594-DT,-2.01998760150336,1.63986374486622e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,PPIL1,-0.654423521188995,1.64517307719956e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000287839,-1.24213224814236,1.8882515807614e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000286153,-1.14804210683476,2.03419917473282e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000290737,-0.757359984499678,2.46577754249334e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000274015,-1.6285015167708,2.6106965977276496e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000280614,-2.08082068870792,2.6998916809570197e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,AKAP13-AS1,-1.13780017535651,3.01483911091007e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000290121,-4.28107759181445,3.1421045172342294e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,GLUD1P3,-0.766794871073105,3.56053467515812e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000287825,-1.89872288444307,3.68324748614829e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000291079,-0.845028762540053,4.23049273056657e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ST8SIA1,-1.44516460901114,5.1398713857203396e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000249456,-1.46979547911735,5.7407348758681495e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,CCZ1B,-0.805344029168518,6.211884772342301e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000291175,-0.730376763683767,6.583637695063739e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,LINC03076,-0.644932447068693,7.21032697210788e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,MORN2,-1.03348399163191,8.018861022166001e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000261386,-2.58387127343889,8.051447189594459e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,RBM38-AS1,-0.903217595585195,8.45755406713354e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000291232,-0.999606004829149,8.69243264515275e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,PDE3A,-0.820332919901391,8.8963555042439e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000289211,-2.66892940267331,8.955673229208779e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000288960,-1.42876738969972,9.583512450573379e-11
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000237705,-1.31118271044347,1.1077865175194001e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000226471,-0.596272352740321,1.22572784474153e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000183308,-1.54220773382863,1.34044775544552e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000231856,-1.46168014814686,1.7786750627268e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000259972,-1.13997030716005,1.93285892286746e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,TET3,-0.771203533038039,1.95211078771175e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,DMWD,-0.802062162615007,2.00085025964425e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,SYT11,-0.840020245242093,2.04661635668324e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ATOSB,-1.67737938704319,2.74037214780523e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,USP35,-0.586393621223325,2.98439612146262e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000284428,-1.10825271702963,3.12041666322465e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000289056,-1.28498531950401,3.2077671606427503e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000228830,-1.27175950564001,3.46240941548624e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,STEEP1,-0.728563819911482,3.58256325191837e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,H4C16,-1.50916371489854,4.48425343604123e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,WIPF2,-0.639655408801154,4.85868339692044e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ZNF8-DT,-0.976486487007478,4.9294070411533e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000288756,-1.2937998408479,4.956634500260861e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000286162,-0.588611034753455,5.38475422452953e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000285080,-1.51688691942627,5.63257864294472e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000273319,-0.895771068454051,5.72932435997446e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,DYNC2H1,-2.30140277262754,6.63213362783044e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,H4C4,-1.23372467437777,6.67095662466773e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,GTF2IP1,-1.32903276076826,7.68510116154053e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,H2BC11,-0.959333375477174,8.76761029634412e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,PHLDA1,-1.37322164410095,8.80155781488352e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,PCSK1N,-0.907842358386073,8.806931165773551e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,RNASEH1-DT,-1.1146887236403,9.54398504791723e-10
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000265401,-1.0034564597648,1.0190215577672402e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,HERC2P3,-1.28432411042151,1.04088524502393e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,NUDT15,-0.704317388784404,1.11881274795245e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,FAM151B-DT,-0.989464163747538,1.4095981166143902e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000229021,-2.34754529982047,1.43373278740633e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000251143,-0.687147647918184,1.4778319808677102e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000290048,-1.8556380605073,1.5812053237745602e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000255139,-1.09782169713668,1.63652888992478e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000278376,-1.58715427314938,1.6513512085814902e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,PERP,-0.723492571807107,1.7316453096737702e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,EMP1,-0.773371187651098,1.9179446549496303e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,CEROX1,-0.641741907342644,2.18184873067938e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000267002,-1.36314823932567,2.28215356984022e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000289331,-0.912039648032711,2.37344753524476e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ZNF652-AS1,-2.7869529479679,2.3821345631623e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000290835,-0.702386256239592,2.74087543763242e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,RAPH1,-0.594879960385803,3.1487840434499e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000249207,-0.645731426756653,3.2333938110814005e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000272831,-0.953312567460636,3.2772286140875904e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ANKRD42-DT,-0.715935182234577,3.86902856948376e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,SLC20A1-DT,-1.19313773180368,3.8691500582058e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000287104,-1.41909295692346,3.94023152829599e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ANKUB1,-0.906538156188507,3.96976286151667e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000248969,-1.09571064360844,4.089532784891681e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,HNRNPD-DT,-1.97390472976461,4.51941429723334e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000288896,-1.09025048627443,4.53871902857393e-9
0_CD4_T_cell_HighvsLowVL_ALL,Down,ENSG00000289398,-1.25686036365055,4.63699588793362e-9
