"participant","clone_id","clone_size"
"CP013","10879",1
"CP013","10920",1
"CP013","10921",1
"CP013","10947",1
"CP013","10965",1
"CP013","10966",1
"CP013","10984",1
"CP013","11016",1
"CP013","11024",1
"CP013","11027",1
"CP013","11034",1
"CP013","11036",1
"CP013","11041",1
"CP013","1105",1
"CP013","1106",1
"CP013","11068",1
"CP013","1107",1
"CP013","1108",1
"CP013","1109",1
"CP013","11092",1
"CP013","1110",1
"CP013","1111",1
"CP013","11116",1
"CP013","1112",1
"CP013","1113",1
"CP013","11142",1
"CP013","11163",1
"CP013","11164",1
"CP013","11169",1
"CP013","11170",1
"CP013","11181",1
"CP013","11197",1
"CP013","11220",1
"CP013","11225",1
"CP013","11226",1
"CP013","11227",1
"CP013","11249",1
"CP013","11258",1
"CP013","11266",1
"CP013","11267",1
"CP013","11274",1
"CP013","11277",1
"CP013","11278",1
"CP013","11279",1
"CP013","11280",1
"CP013","11281",1
"CP013","11282",1
"CP013","11284",1
"CP013","11285",1
"CP013","11296",1
"CP013","11297",1
"CP013","11298",1
"CP013","11299",1
"CP013","11305",1
"CP013","11308",1
"CP013","11309",1
"CP013","11310",1
"CP013","11311",1
"CP013","11312",1
"CP013","11314",1
"CP013","11315",1
"CP013","11318",1
"CP013","11319",1
"CP013","11320",1
"CP013","11321",1
"CP013","11323",1
"CP013","11324",1
"CP013","11325",1
"CP013","11326",1
"CP013","11332",1
"CP013","11337",1
"CP013","1134",1
"CP013","11341",1
"CP013","11342",1
"CP013","11343",1
"CP013","11344",1
"CP013","11345",1
"CP013","11349",1
"CP013","1135",1
"CP013","11351",1
"CP013","11355",1
"CP013","11356",1
"CP013","11357",1
"CP013","11358",1
"CP013","11359",1
"CP013","1136",1
"CP013","11360",1
"CP013","11363",1
"CP013","11364",1
"CP013","11365",1
"CP013","11366",2
"CP013","11367",1
"CP013","11368",1
"CP013","11369",1
"CP013","11370",1
"CP013","11371",1
"CP013","11372",1
"CP013","11373",1
"CP013","11374",1
"CP013","11375",1
"CP013","11376",1
"CP013","11377",1
"CP013","1138",1
"CP013","11380",1
"CP013","11381",1
"CP013","11382",1
"CP013","11383",1
"CP013","11384",1
"CP013","11385",1
"CP013","11386",1
"CP013","11387",1
"CP013","11388",1
"CP013","11389",1
"CP013","1139",1
"CP013","11394",1
"CP013","11395",1
"CP013","11396",1
"CP013","11397",1
"CP013","11398",1
"CP013","11399",1
"CP013","1140",1
"CP013","11400",1
"CP013","11401",1
"CP013","11402",1
"CP013","11403",1
"CP013","11404",1
"CP013","11406",1
"CP013","11407",1
"CP013","11408",1
"CP013","11409",1
"CP013","1141",1
"CP013","11410",1
"CP013","11414",1
"CP013","11415",1
"CP013","11416",1
"CP013","11417",1
"CP013","11418",1
"CP013","11419",1
"CP013","1142",1
"CP013","11420",1
"CP013","11421",1
"CP013","11422",1
"CP013","11423",1
"CP013","11424",1
"CP013","11425",1
"CP013","11426",1
"CP013","11428",1
"CP013","11429",1
"CP013","11430",1
"CP013","11431",1
"CP013","11432",1
"CP013","11433",1
"CP013","11434",1
"CP013","11435",1
"CP013","11436",1
"CP013","11437",1
"CP013","11438",1
"CP013","11444",1
"CP013","11445",1
"CP013","11446",1
"CP013","11447",1
"CP013","11448",1
"CP013","11449",1
"CP013","11451",1
"CP013","11452",1
"CP013","11453",1
"CP013","11454",1
"CP013","11455",1
"CP013","11456",1
"CP013","11463",1
"CP013","11464",1
"CP013","11465",1
"CP013","11466",1
"CP013","11467",1
"CP013","11468",1
"CP013","11469",1
"CP013","11470",1
"CP013","11471",1
"CP013","11473",1
"CP013","11474",1
"CP013","11475",1
"CP013","11476",1
"CP013","11477",1
"CP013","11478",1
"CP013","11481",1
"CP013","11482",1
"CP013","11484",1
"CP013","11485",1
"CP013","11486",1
"CP013","11487",1
"CP013","11488",1
"CP013","11489",1
"CP013","11490",2
"CP013","11491",2
"CP013","11492",1
"CP013","11493",1
"CP013","11494",1
"CP013","11495",1
"CP013","1150",1
"CP013","11501",1
"CP013","11502",1
"CP013","11503",1
"CP013","11504",1
"CP013","11506",1
"CP013","11507",1
"CP013","11508",1
"CP013","11509",1
"CP013","1151",1
"CP013","11510",1
"CP013","11511",1
"CP013","11512",1
"CP013","11514",1
"CP013","11515",1
"CP013","11517",1
"CP013","11518",1
"CP013","11519",1
"CP013","1152",1
"CP013","11520",1
"CP013","11521",1
"CP013","11522",1
"CP013","11523",2
"CP013","11524",1
"CP013","11526",1
"CP013","11527",1
"CP013","11528",1
"CP013","11529",1
"CP013","1153",1
"CP013","11530",1
"CP013","11531",1
"CP013","11532",1
"CP013","11533",1
"CP013","11534",1
"CP013","11535",1
"CP013","11536",1
"CP013","11537",1
"CP013","1154",2
"CP013","11540",1
"CP013","11541",1
"CP013","11542",1
"CP013","11544",1
"CP013","11545",1
"CP013","11546",2
"CP013","11547",1
"CP013","11548",1
"CP013","11549",1
"CP013","1155",1
"CP013","11551",1
"CP013","11552",1
"CP013","11553",1
"CP013","11554",1
"CP013","11555",1
"CP013","11556",1
"CP013","11557",1
"CP013","11558",1
"CP013","11559",1
"CP013","1156",1
"CP013","11560",1
"CP013","11562",1
"CP013","11563",1
"CP013","11565",1
"CP013","11566",1
"CP013","11567",1
"CP013","11568",1
"CP013","11569",1
"CP013","1157",1
"CP013","11570",1
"CP013","11571",1
"CP013","11580",1
"CP013","11591",1
"CP013","11599",1
"CP013","11615",1
"CP013","11632",1
"CP013","11633",1
"CP013","11634",1
"CP013","11635",1
"CP013","11645",1
"CP013","11646",1
"CP013","11647",1
"CP013","11659",1
"CP013","1166",1
"CP013","11668",1
"CP013","11669",1
"CP013","1167",1
"CP013","11670",1
"CP013","11671",1
"CP013","11676",1
"CP013","11677",1
"CP013","11678",1
"CP013","11684",1
"CP013","11688",1
"CP013","11690",1
"CP013","11691",1
"CP013","11692",1
"CP013","11693",1
"CP013","11695",1
"CP013","11696",1
"CP013","1176",1
"CP013","1177",1
"CP013","11793",1
"CP013","118",1
"CP013","1180",1
"CP013","1182",1
"CP013","1184",1
"CP013","1185",1
"CP013","1186",1
"CP013","11881",1
"CP013","119",1
"CP013","11950",1
"CP013","11958",1
"CP013","11959",1
"CP013","11968",1
"CP013","11969",1
"CP013","11986",1
"CP013","11987",1
"CP013","11995",1
"CP013","11996",1
"CP013","12013",1
"CP013","12014",1
"CP013","12026",1
"CP013","12030",1
"CP013","12037",1
"CP013","12039",1
"CP013","12047",1
"CP013","12055",1
"CP013","12056",1
"CP013","12057",1
"CP013","12058",1
"CP013","12059",1
"CP013","12066",1
"CP013","12068",1
"CP013","12070",1
"CP013","12074",1
"CP013","12077",1
"CP013","12078",1
"CP013","12079",1
"CP013","12083",1
"CP013","12084",1
"CP013","12087",1
"CP013","12096",1
"CP013","12097",1
"CP013","12098",1
"CP013","12102",1
"CP013","12103",1
"CP013","12104",1
"CP013","12106",1
"CP013","12107",1
"CP013","12108",1
"CP013","12109",1
"CP013","12110",1
"CP013","12115",1
"CP013","12117",1
"CP013","12118",1
"CP013","12119",1
"CP013","12120",1
"CP013","12124",1
"CP013","12125",1
"CP013","12126",1
"CP013","12128",1
"CP013","12129",1
"CP013","12132",1
"CP013","12133",1
"CP013","12134",1
"CP013","12135",1
"CP013","12136",1
"CP013","12137",1
"CP013","12145",1
"CP013","12146",1
"CP013","12147",1
"CP013","12154",1
"CP013","12155",1
"CP013","12156",1
"CP013","12167",1
"CP013","12168",1
"CP013","12174",1
"CP013","12180",1
"CP013","12181",1
"CP013","12183",1
"CP013","12185",1
"CP013","12186",1
"CP013","12187",1
"CP013","12188",1
"CP013","12189",1
"CP013","1219",1
"CP013","12190",1
"CP013","12191",1
"CP013","12194",1
"CP013","12195",1
"CP013","12196",1
"CP013","12197",1
"CP013","1220",1
"CP013","12201",1
"CP013","12202",1
"CP013","12203",1
"CP013","12207",1
"CP013","1221",1
"CP013","12212",1
"CP013","12213",1
"CP013","12214",1
"CP013","12215",1
"CP013","12216",1
"CP013","12218",1
"CP013","12219",1
"CP013","12223",1
"CP013","12224",1
"CP013","12225",1
"CP013","12226",1
"CP013","12227",1
"CP013","12229",1
"CP013","12230",1
"CP013","12231",1
"CP013","12232",1
"CP013","12237",1
"CP013","12238",1
"CP013","12240",1
"CP013","12241",1
"CP013","12242",1
"CP013","12243",1
"CP013","12244",1
"CP013","12245",1
"CP013","12246",1
"CP013","12247",1
"CP013","12248",1
"CP013","12249",1
"CP013","12251",1
"CP013","12252",1
"CP013","12253",1
"CP013","12254",1
"CP013","12255",1
"CP013","12256",1
"CP013","12257",1
"CP013","12258",1
"CP013","12259",1
"CP013","12265",1
"CP013","12266",1
"CP013","12267",1
"CP013","12268",1
"CP013","12269",1
"CP013","12270",1
"CP013","12271",1
"CP013","12273",1
"CP013","12274",1
"CP013","12275",1
"CP013","12276",1
"CP013","12277",1
"CP013","12278",1
"CP013","12279",1
"CP013","12280",1
"CP013","12281",1
"CP013","12282",1
"CP013","12284",1
"CP013","12285",1
"CP013","12288",1
"CP013","12289",1
"CP013","12290",1
"CP013","12291",1
"CP013","12292",1
"CP013","12293",1
"CP013","12294",1
"CP013","12295",1
"CP013","12296",1
"CP013","12297",1
"CP013","12298",1
"CP013","12299",1
"CP013","123",1
"CP013","12300",1
"CP013","12301",1
"CP013","12302",1
"CP013","12303",1
"CP013","12304",1
"CP013","12306",1
"CP013","12307",1
"CP013","12308",1
"CP013","12309",1
"CP013","12310",1
"CP013","12311",1
"CP013","12312",1
"CP013","12313",1
"CP013","12314",1
"CP013","12315",1
"CP013","12318",1
"CP013","12319",1
"CP013","12320",1
"CP013","12321",1
"CP013","12322",1
"CP013","12323",1
"CP013","12326",1
"CP013","12327",1
"CP013","12329",1
"CP013","12330",1
"CP013","12331",1
"CP013","12332",1
"CP013","12333",1
"CP013","12334",1
"CP013","12335",1
"CP013","12338",1
"CP013","1234",1
"CP013","12340",1
"CP013","12341",1
"CP013","12342",1
"CP013","12343",1
"CP013","12344",1
"CP013","12345",1
"CP013","12346",1
"CP013","12349",1
"CP013","12351",1
"CP013","12352",1
"CP013","12353",1
"CP013","12354",1
"CP013","12355",1
"CP013","12356",1
"CP013","12357",1
"CP013","12360",1
"CP013","12362",1
"CP013","12364",1
"CP013","12365",1
"CP013","12366",1
"CP013","12367",1
"CP013","12369",1
"CP013","12370",1
"CP013","12373",1
"CP013","12374",1
"CP013","12375",1
"CP013","12376",1
"CP013","12378",1
"CP013","12379",1
"CP013","12380",1
"CP013","12384",1
"CP013","12385",1
"CP013","12391",1
"CP013","12392",1
"CP013","12393",1
"CP013","12396",1
"CP013","12397",1
"CP013","12398",1
"CP013","12399",1
"CP013","124",1
"CP013","12403",1
"CP013","12404",1
"CP013","12406",1
"CP013","12407",1
"CP013","12408",1
"CP013","1241",1
"CP013","12412",2
"CP013","12413",1
"CP013","12414",1
"CP013","1242",1
"CP013","12421",1
"CP013","12422",1
"CP013","12425",1
"CP013","12426",1
"CP013","12429",1
"CP013","1243",1
"CP013","12430",1
"CP013","12431",1
"CP013","12432",1
"CP013","12433",1
"CP013","12434",1
"CP013","12435",1
"CP013","12436",1
"CP013","12437",1
"CP013","12438",1
"CP013","12441",1
"CP013","12442",1
"CP013","12443",1
"CP013","12444",1
"CP013","12445",1
"CP013","12446",1
"CP013","12478",1
"CP013","12496",1
"CP013","125",1
"CP013","12506",1
"CP013","12507",1
"CP013","12514",1
"CP013","12520",1
"CP013","12524",1
"CP013","12525",1
"CP013","12531",1
"CP013","12532",1
"CP013","12533",1
"CP013","12537",1
"CP013","12540",1
"CP013","12545",1
"CP013","12546",1
"CP013","12547",1
"CP013","1255",1
"CP013","12554",1
"CP013","12557",1
"CP013","12558",1
"CP013","1256",1
"CP013","12562",1
"CP013","12563",1
"CP013","12564",1
"CP013","12566",1
"CP013","12567",1
"CP013","12568",1
"CP013","1257",1
"CP013","12570",1
"CP013","12571",1
"CP013","12573",1
"CP013","12576",1
"CP013","12578",1
"CP013","12579",1
"CP013","1258",2
"CP013","12582",1
"CP013","12584",1
"CP013","12585",1
"CP013","12588",1
"CP013","12589",1
"CP013","12590",1
"CP013","12591",1
"CP013","12595",2
"CP013","12596",1
"CP013","12597",1
"CP013","1260",1
"CP013","12601",1
"CP013","12602",1
"CP013","12603",1
"CP013","12604",1
"CP013","12607",1
"CP013","12608",1
"CP013","12609",1
"CP013","12613",1
"CP013","12614",1
"CP013","12618",1
"CP013","12622",1
"CP013","12623",1
"CP013","12624",1
"CP013","12625",1
"CP013","12626",1
"CP013","12628",1
"CP013","12630",1
"CP013","12631",1
"CP013","12632",1
"CP013","12633",1
"CP013","12634",1
"CP013","12635",1
"CP013","12636",1
"CP013","12637",1
"CP013","12639",1
"CP013","12640",1
"CP013","12641",1
"CP013","12642",1
"CP013","12643",1
"CP013","12644",1
"CP013","12645",1
"CP013","12646",1
"CP013","12647",1
"CP013","12648",1
"CP013","12651",1
"CP013","12652",1
"CP013","12653",1
"CP013","12654",1
"CP013","12655",1
"CP013","12656",1
"CP013","12657",1
"CP013","12658",1
"CP013","12659",1
"CP013","12660",1
"CP013","12662",1
"CP013","12663",1
"CP013","12664",1
"CP013","12665",1
"CP013","12666",1
"CP013","12667",1
"CP013","12668",1
"CP013","12669",1
"CP013","12671",1
"CP013","12673",1
"CP013","12674",1
"CP013","12675",1
"CP013","12676",1
"CP013","12677",1
"CP013","12678",1
"CP013","12679",1
"CP013","12682",1
"CP013","12684",1
"CP013","12685",1
"CP013","12686",1
"CP013","12687",1
"CP013","12688",1
"CP013","12689",1
"CP013","12690",1
"CP013","12691",1
"CP013","12692",1
"CP013","12696",1
"CP013","12697",1
"CP013","12698",1
"CP013","12699",1
"CP013","12700",1
"CP013","12701",1
"CP013","12702",1
"CP013","12703",1
"CP013","12704",1
"CP013","12706",1
"CP013","12707",1
"CP013","12708",1
"CP013","12712",1
"CP013","12713",1
"CP013","12714",1
"CP013","12715",1
"CP013","12717",1
"CP013","12718",1
"CP013","12722",1
"CP013","12723",1
"CP013","12724",1
"CP013","12725",1
"CP013","12726",1
"CP013","12728",1
"CP013","12729",1
"CP013","12730",1
"CP013","12731",1
"CP013","12735",1
"CP013","12736",1
"CP013","12737",1
"CP013","12739",1
"CP013","12740",1
"CP013","12741",1
"CP013","12742",1
"CP013","12743",1
"CP013","12744",1
"CP013","12746",1
"CP013","12747",1
"CP013","12751",1
"CP013","12752",1
"CP013","12753",1
"CP013","12754",1
"CP013","12755",1
"CP013","12756",1
"CP013","12757",1
"CP013","12758",1
"CP013","12759",1
"CP013","12762",1
"CP013","12768",1
"CP013","1277",1
"CP013","12773",1
"CP013","12778",1
"CP013","1278",1
"CP013","12781",1
"CP013","12782",1
"CP013","12783",1
"CP013","12785",1
"CP013","12786",1
"CP013","12797",1
"CP013","12798",1
"CP013","12799",1
"CP013","12800",1
"CP013","12801",1
"CP013","12802",1
"CP013","12807",1
"CP013","12808",1
"CP013","12809",1
"CP013","12812",1
"CP013","12814",1
"CP013","12815",1
"CP013","12817",1
"CP013","12818",1
"CP013","12820",1
"CP013","12821",1
"CP013","12822",1
"CP013","12826",1
"CP013","12828",1
"CP013","12829",1
"CP013","12830",1
"CP013","12837",1
"CP013","12842",1
"CP013","12859",1
"CP013","1286",1
"CP013","12861",1
"CP013","1287",1
"CP013","1288",1
"CP013","1289",1
"CP013","12892",1
"CP013","12893",1
"CP013","1290",1
"CP013","12916",1
"CP013","1296",1
"CP013","130",1
"CP013","1301",1
"CP013","13016",1
"CP013","13018",1
"CP013","1302",1
"CP013","13026",1
"CP013","1304",1
"CP013","13041",1
"CP013","13042",1
"CP013","13047",1
"CP013","1305",1
"CP013","13051",1
"CP013","13054",1
"CP013","13058",1
"CP013","1306",1
"CP013","13065",1
"CP013","13073",1
"CP013","13074",1
"CP013","13078",1
"CP013","13079",1
"CP013","1308",1
"CP013","13082",1
"CP013","1309",1
"CP013","13090",1
"CP013","13092",1
"CP013","13095",1
"CP013","13096",1
"CP013","13097",1
"CP013","13098",1
"CP013","13099",1
"CP013","131",1
"CP013","1310",2
"CP013","13100",1
"CP013","13101",2
"CP013","13102",1
"CP013","13103",1
"CP013","13104",1
"CP013","13106",1
"CP013","13108",1
"CP013","13109",1
"CP013","13110",1
"CP013","13111",1
"CP013","13112",1
"CP013","13113",1
"CP013","13114",1
"CP013","13115",1
"CP013","13116",1
"CP013","13121",2
"CP013","13122",1
"CP013","13123",1
"CP013","13124",1
"CP013","13125",1
"CP013","13129",1
"CP013","13130",1
"CP013","13131",1
"CP013","13132",1
"CP013","13133",1
"CP013","13136",1
"CP013","13140",1
"CP013","13141",1
"CP013","13147",1
"CP013","13148",1
"CP013","13150",1
"CP013","13154",1
"CP013","13155",1
"CP013","1316",1
"CP013","13161",1
"CP013","13162",1
"CP013","13163",1
"CP013","13164",1
"CP013","13167",1
"CP013","13168",1
"CP013","1317",1
"CP013","13170",1
"CP013","13172",1
"CP013","13173",1
"CP013","13180",1
"CP013","13181",1
"CP013","13183",1
"CP013","13184",1
"CP013","13186",1
"CP013","13187",1
"CP013","13188",1
"CP013","13189",1
"CP013","13190",1
"CP013","13191",1
"CP013","13194",1
"CP013","13195",1
"CP013","13196",1
"CP013","132",1
"CP013","1321",1
"CP013","1323",1
"CP013","13239",1
"CP013","1324",1
"CP013","13244",1
"CP013","13250",1
"CP013","13251",1
"CP013","13252",1
"CP013","13258",1
"CP013","1326",1
"CP013","13278",1
"CP013","13287",1
"CP013","13288",1
"CP013","13289",1
"CP013","13290",1
"CP013","13292",1
"CP013","13294",1
"CP013","13295",1
"CP013","13296",1
"CP013","13297",1
"CP013","13298",1
"CP013","13299",1
"CP013","133",1
"CP013","13300",1
"CP013","13301",1
"CP013","13303",1
"CP013","13305",1
"CP013","13306",1
"CP013","13307",1
"CP013","13308",1
"CP013","13309",1
"CP013","13310",1
"CP013","13311",1
"CP013","13313",1
"CP013","13314",1
"CP013","13316",1
"CP013","13318",1
"CP013","13319",1
"CP013","13320",1
"CP013","13322",1
"CP013","13323",1
"CP013","13329",1
"CP013","13332",1
"CP013","13338",1
"CP013","13340",1
"CP013","13341",1
"CP013","13344",1
"CP013","13349",1
"CP013","13351",1
"CP013","13357",1
"CP013","13358",1
"CP013","13359",1
"CP013","13360",1
"CP013","13362",1
"CP013","13363",1
"CP013","13364",1
"CP013","13365",1
"CP013","13367",1
"CP013","13370",1
"CP013","13371",1
"CP013","13373",1
"CP013","13379",1
"CP013","1338",1
"CP013","13382",1
"CP013","13390",1
"CP013","134",1
"CP013","13401",1
"CP013","13402",1
"CP013","13403",1
"CP013","13404",1
"CP013","1341",1
"CP013","13411",1
"CP013","1342",1
"CP013","13422",1
"CP013","1343",1
"CP013","13439",1
"CP013","13453",1
"CP013","13465",1
"CP013","13478",1
"CP013","13492",2
"CP013","135",1
"CP013","13501",1
"CP013","13502",1
"CP013","13503",1
"CP013","13507",1
"CP013","13508",1
"CP013","13509",1
"CP013","13512",1
"CP013","13516",1
"CP013","13519",1
"CP013","1352",1
"CP013","13520",1
"CP013","13521",1
"CP013","13522",1
"CP013","13523",1
"CP013","13524",1
"CP013","13529",1
"CP013","1353",1
"CP013","13530",1
"CP013","13531",1
"CP013","13537",1
"CP013","13540",1
"CP013","13541",1
"CP013","13542",1
"CP013","13543",1
"CP013","13544",1
"CP013","13545",1
"CP013","13546",1
"CP013","13554",1
"CP013","13555",1
"CP013","13556",1
"CP013","13557",2
"CP013","13558",1
"CP013","13559",1
"CP013","13560",1
"CP013","13562",1
"CP013","13563",1
"CP013","13566",1
"CP013","13567",1
"CP013","13568",1
"CP013","13569",1
"CP013","13570",1
"CP013","13573",1
"CP013","13574",1
"CP013","13575",1
"CP013","13576",1
"CP013","13579",1
"CP013","13582",1
"CP013","13584",1
"CP013","13585",1
"CP013","13586",1
"CP013","13588",1
"CP013","13589",1
"CP013","13590",1
"CP013","13591",1
"CP013","13592",1
"CP013","13593",1
"CP013","13595",1
"CP013","13596",1
"CP013","13597",1
"CP013","13598",1
"CP013","13599",1
"CP013","136",1
"CP013","13600",1
"CP013","13601",1
"CP013","13602",1
"CP013","13603",1
"CP013","13604",1
"CP013","13606",1
"CP013","13607",1
"CP013","13608",1
"CP013","13609",1
"CP013","13610",1
"CP013","13611",1
"CP013","13612",1
"CP013","13613",1
"CP013","13614",1
"CP013","13615",1
"CP013","13617",1
"CP013","13618",1
"CP013","13619",1
"CP013","13620",1
"CP013","13621",1
"CP013","13622",1
"CP013","13623",1
"CP013","13624",1
"CP013","13625",1
"CP013","13626",1
"CP013","13628",1
"CP013","13629",1
"CP013","13630",1
"CP013","13631",1
"CP013","13632",1
"CP013","13633",1
"CP013","13634",1
"CP013","13635",1
"CP013","13636",1
"CP013","13637",1
"CP013","13639",1
"CP013","13641",1
"CP013","13643",1
"CP013","13644",1
"CP013","13645",1
"CP013","13646",1
"CP013","13647",1
"CP013","13648",1
"CP013","13651",1
"CP013","13652",1
"CP013","13653",1
"CP013","13654",1
"CP013","13655",1
"CP013","13658",1
"CP013","13659",1
"CP013","13660",1
"CP013","13662",1
"CP013","13663",1
"CP013","13664",1
"CP013","13665",1
"CP013","13666",1
"CP013","13667",1
"CP013","13668",1
"CP013","13669",1
"CP013","13670",1
"CP013","13671",1
"CP013","13673",1
"CP013","13674",1
"CP013","13675",1
"CP013","13676",1
"CP013","13679",1
"CP013","13680",1
"CP013","13681",1
"CP013","13682",1
"CP013","13684",1
"CP013","13685",1
"CP013","13686",1
"CP013","13689",1
"CP013","13690",1
"CP013","13691",1
"CP013","13692",1
"CP013","13695",1
"CP013","13696",1
"CP013","13697",1
"CP013","13698",1
"CP013","13699",1
"CP013","13700",1
"CP013","13701",1
"CP013","13702",1
"CP013","13704",1
"CP013","13706",1
"CP013","13711",1
"CP013","13712",1
"CP013","13713",1
"CP013","13714",1
"CP013","13717",1
"CP013","13718",1
"CP013","13719",1
"CP013","13720",1
"CP013","13721",1
"CP013","13722",1
"CP013","13723",1
"CP013","13725",1
"CP013","13726",1
"CP013","13728",1
"CP013","13729",1
"CP013","13730",1
"CP013","13731",1
"CP013","13732",1
"CP013","13733",1
"CP013","13734",1
"CP013","13735",1
"CP013","13736",1
"CP013","13737",1
"CP013","13739",1
"CP013","13740",1
"CP013","13770",1
"CP013","13788",1
"CP013","138",1
"CP013","13850",1
"CP013","13854",1
"CP013","13855",1
"CP013","13856",1
"CP013","13863",1
"CP013","13873",1
"CP013","13874",1
"CP013","1388",1
"CP013","13885",1
"CP013","1389",1
"CP013","13893",1
"CP013","13898",1
"CP013","139",1
"CP013","13909",1
"CP013","13910",1
"CP013","13915",1
"CP013","13917",1
"CP013","13918",1
"CP013","13922",1
"CP013","13923",1
"CP013","13925",1
"CP013","13926",1
"CP013","13932",1
"CP013","13937",1
"CP013","13948",1
"CP013","13951",1
"CP013","13952",1
"CP013","13959",1
"CP013","13962",1
"CP013","13965",1
"CP013","13966",1
"CP013","13967",1
"CP013","13969",1
"CP013","13970",1
"CP013","13972",1
"CP013","13975",1
"CP013","13976",1
"CP013","13979",1
"CP013","13980",1
"CP013","13981",1
"CP013","13984",1
"CP013","13985",1
"CP013","13987",1
"CP013","13995",1
"CP013","13996",1
"CP013","13997",1
"CP013","13998",1
"CP013","13999",1
"CP013","14",1
"CP013","140",1
"CP013","14000",1
"CP013","14001",1
"CP013","14002",1
"CP013","14007",1
"CP013","14008",1
"CP013","14009",1
"CP013","14011",1
"CP013","14012",1
"CP013","14013",1
"CP013","14014",1
"CP013","14015",1
"CP013","14017",1
"CP013","14024",1
"CP013","14025",1
"CP013","14026",1
"CP013","14029",1
"CP013","14030",1
"CP013","14032",1
"CP013","14034",1
"CP013","14035",1
"CP013","14046",1
"CP013","14047",1
"CP013","14048",1
"CP013","14070",1
"CP013","14074",1
"CP013","14092",1
"CP013","14098",1
"CP013","14099",1
"CP013","14130",1
"CP013","14161",1
"CP013","14174",1
"CP013","14190",1
"CP013","14208",1
"CP013","14236",1
"CP013","14237",1
"CP013","14239",1
"CP013","14245",1
"CP013","14251",1
"CP013","14252",1
"CP013","14253",1
"CP013","14254",1
"CP013","14255",1
"CP013","14256",1
"CP013","14260",1
"CP013","14261",1
"CP013","14262",1
"CP013","14264",1
"CP013","14266",1
"CP013","14273",1
"CP013","14277",1
"CP013","14286",1
"CP013","1429",1
"CP013","14301",1
"CP013","14302",1
"CP013","14303",1
"CP013","14305",1
"CP013","14347",1
"CP013","14348",2
"CP013","14350",1
"CP013","14351",1
"CP013","14352",1
"CP013","14353",1
"CP013","14354",1
"CP013","14360",1
"CP013","14370",1
"CP013","14386",1
"CP013","14418",1
"CP013","14419",1
"CP013","14420",1
"CP013","14421",1
"CP013","14422",1
"CP013","14423",1
"CP013","14424",1
"CP013","14475",1
"CP013","14481",1
"CP013","14482",1
"CP013","14484",1
"CP013","14485",1
"CP013","14494",1
"CP013","14505",1
"CP013","14514",1
"CP013","14526",1
"CP013","14527",1
"CP013","14528",1
"CP013","14537",1
"CP013","14540",1
"CP013","14556",1
"CP013","14559",1
"CP013","14565",1
"CP013","14581",1
"CP013","14586",1
"CP013","14587",1
"CP013","14590",1
"CP013","14591",1
"CP013","14592",1
"CP013","14593",1
"CP013","14595",1
"CP013","14596",1
"CP013","14597",1
"CP013","14598",1
"CP013","14599",2
"CP013","14600",1
"CP013","14601",1
"CP013","14602",1
"CP013","14603",1
"CP013","14611",1
"CP013","14612",1
"CP013","14613",1
"CP013","14614",1
"CP013","14619",1
"CP013","14620",1
"CP013","14621",1
"CP013","14627",1
"CP013","14634",1
"CP013","14635",1
"CP013","14654",1
"CP013","14655",1
"CP013","14656",1
"CP013","14661",1
"CP013","14667",1
"CP013","14673",1
"CP013","14675",1
"CP013","14678",1
"CP013","1470",1
"CP013","14700",1
"CP013","14710",1
"CP013","14731",1
"CP013","14732",1
"CP013","14750",1
"CP013","14765",1
"CP013","14766",1
"CP013","14767",1
"CP013","14771",1
"CP013","14788",1
"CP013","1480",1
"CP013","14809",1
"CP013","14823",1
"CP013","14824",1
"CP013","14830",1
"CP013","14831",1
"CP013","14832",1
"CP013","14833",1
"CP013","14834",1
"CP013","14849",1
"CP013","14853",1
"CP013","14854",1
"CP013","14870",1
"CP013","14878",1
"CP013","14879",1
"CP013","14904",1
"CP013","14906",1
"CP013","14931",1
"CP013","14932",1
"CP013","14933",1
"CP013","14934",1
"CP013","14963",1
"CP013","14964",1
"CP013","14965",1
"CP013","14986",1
"CP013","14987",1
"CP013","14988",1
"CP013","14989",1
"CP013","15008",1
"CP013","15009",1
"CP013","15018",1
"CP013","15019",1
"CP013","15027",1
"CP013","15034",1
"CP013","15038",1
"CP013","15047",1
"CP013","15048",1
"CP013","15049",1
"CP013","15059",1
"CP013","15060",1
"CP013","15071",1
"CP013","15076",1
"CP013","15081",1
"CP013","15082",1
"CP013","15093",1
"CP013","151",1
"CP013","15108",1
"CP013","15116",1
"CP013","1513",1
"CP013","15136",1
"CP013","15137",1
"CP013","15138",4
"CP013","15149",1
"CP013","1515",1
"CP013","15153",1
"CP013","15155",1
"CP013","15160",1
"CP013","15171",1
"CP013","15182",1
"CP013","15183",1
"CP013","15188",1
"CP013","15189",1
"CP013","1519",1
"CP013","15190",1
"CP013","15191",1
"CP013","15193",1
"CP013","152",1
"CP013","15205",1
"CP013","15209",1
"CP013","15210",1
"CP013","15211",1
"CP013","15214",1
"CP013","15234",1
"CP013","15238",1
"CP013","15241",1
"CP013","15242",1
"CP013","15246",1
"CP013","15247",1
"CP013","15249",1
"CP013","15252",1
"CP013","15260",1
"CP013","15267",1
"CP013","15268",1
"CP013","15291",1
"CP013","15293",1
"CP013","153",1
"CP013","15301",1
"CP013","15302",1
"CP013","15303",1
"CP013","15304",1
"CP013","15311",1
"CP013","15312",1
"CP013","15316",1
