"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"TMEM11",0.215562830885025,1.45934456971994,0.153,0.043,1,"TMEM11"
"TRUB2",0.215791358415064,2.14816587755425,0.053,0,1,"TRUB2"
"MAPK1IP1L",0.215844049252816,-0.209485557221632,0.307,0.435,1,"MAPK1IP1L"
"RPL10",0.215879504303409,-0.233322739238264,1,1,1,"RPL10"
"NUP37",0.216066862093884,-1.76306995589953,0.063,0.13,1,"NUP37"
"MARS",0.216485374813684,-0.933994340106037,0.09,0.217,1,"MARS"
"SDHAF3",0.216773117789777,-2.00127806089,0.042,0.13,1,"SDHAF3"
"TBC1D14",0.217352202746729,-0.830995422619194,0.101,0.217,1,"TBC1D14"
"CAPNS1",0.217354737581905,0.475699211169084,0.407,0.348,1,"CAPNS1"
"NEAT1",0.217356759089907,-0.118953294409477,0.349,0.478,1,"NEAT1"
"SSH2",0.217640290373605,0.93676444389174,0.344,0.261,1,"SSH2"
"AP3S1",0.217962677530361,-0.507024652231913,0.238,0.391,1,"AP3S1"
"HDLBP",0.218045265918521,-0.382579007735354,0.196,0.304,1,"HDLBP"
"CHMP6",0.218166957254735,-1.237995299873,0.085,0.217,1,"CHMP6"
"PPP2R3C",0.21832347638085,-1.22434706830784,0.09,0.217,1,"PPP2R3C"
"C8orf76",0.218368377917522,-1.28984128126649,0.122,0.261,1,"C8orf76"
"PRKAB1",0.218402911833195,2.32493123324942,0.053,0,1,"PRKAB1"
"IMPAD1",0.218676953523777,-1.55371690271781,0.037,0.13,1,"IMPAD1"
"CXCL8",0.218719884958775,-1.97655474583557,0.016,0.087,1,"CXCL8"
"PAM16",0.218730469063893,-0.453656901682893,0.09,0.174,1,"PAM16"
"EIF4EBP1",0.218900992091209,-1.34076426254313,0.111,0.261,1,"EIF4EBP1"
"SRSF8",0.219008333280358,-1.07018122541777,0.143,0.304,1,"SRSF8"
"LINC01505",0.219089701830436,1.76185232698395,0.228,0.087,1,"LINC01505"
"SLX9",0.219551500190945,-2.6458845987665,0.026,0.087,1,"SLX9"
"SMC6",0.219824273051502,-0.968249798260292,0.175,0.348,1,"SMC6"
"NT5DC1",0.219891325574216,-1.08630248945927,0.095,0.217,1,"NT5DC1"
"MRPL52",0.219963110552267,-0.768987645067063,0.19,0.348,1,"MRPL52"
"KATNBL1",0.219972830228064,-1.18541541408522,0.085,0.174,1,"KATNBL1"
"RNF125",0.220308380388816,1.18975128201793,0.243,0.13,1,"RNF125"
"BTBD9",0.220331700274184,1.20710633797663,0.185,0.087,1,"BTBD9"
"P4HB",0.220590679267537,-0.632190055878572,0.333,0.391,1,"P4HB"
"EEFSEC",0.220695779648584,-0.983058783203786,0.079,0.087,1,"EEFSEC"
"AC004687.1",0.22096600791073,0.547607557758586,0.307,0.217,1,"AC004687.1"
"RNF216",0.221052099707881,1.34801189763594,0.201,0.087,1,"RNF216"
"ADD1",0.221095707176793,-0.0579271764570981,0.307,0.391,1,"ADD1"
"PIK3CG",0.221231286862146,-0.283507635529539,0.201,0.304,1,"PIK3CG"
"PITPNB",0.221267007827475,0.495097281524302,0.249,0.13,1,"PITPNB"
"VAMP8",0.221288985895103,-0.460677196234655,0.407,0.609,1,"VAMP8"
"OTUD5",0.221304315994892,1.13574665416162,0.243,0.13,1,"OTUD5"
"TMEM134",0.221381333435291,1.81430254278541,0.159,0.043,1,"TMEM134"
"BATF",0.221692205073209,-0.645196068865378,0.265,0.435,1,"BATF"
"GCNT1",0.221976610310447,1.60813274645002,0.148,0.043,1,"GCNT1"
"LENG1",0.222099362701084,0.148521795224555,0.196,0.13,1,"LENG1"
"TAF1D",0.22217765044911,-0.46715073191405,0.386,0.435,1,"TAF1D"
"RDH10",0.222190654133082,-0.119569885677642,0.063,0.087,1,"RDH10"
"SLC66A1",0.222452835506922,-2.4164383114549,0.016,0.087,1,"SLC66A1"
"TPP1",0.222632524476978,-0.608173793801734,0.175,0.304,1,"TPP1"
"N4BP3",0.222684266850711,-3.01773540803317,0.021,0.087,1,"N4BP3"
"MAEA",0.22290509803838,1.6555816319859,0.153,0.043,1,"MAEA"
"CAND1",0.222989071584579,0.780381485228375,0.201,0.087,1,"CAND1"
"HTRA2",0.223477200461469,-0.995488287551673,0.127,0.261,1,"HTRA2"
"SCP2",0.223493023561253,0.878604935438899,0.386,0.217,1,"SCP2"
"TOR1A",0.223570751068336,1.39589506454227,0.148,0.043,1,"TOR1A"
"TCAF1",0.223595978131848,-1.81760443091535,0.037,0.13,1,"TCAF1"
"CREM",0.2238741779274,0.399475987341653,0.116,0.174,1,"CREM"
"BCL9L",0.223947927873198,0.569093872106717,0.275,0.261,1,"BCL9L"
"CCDC91",0.22409164897587,0.294040843916453,0.291,0.304,1,"CCDC91"
"KCTD5",0.224164890692697,-1.0602044279866,0.069,0.174,1,"KCTD5"
"PRR3",0.224346164740742,-1.41210303948537,0.048,0.13,1,"PRR3"
"MAGED1",0.224449639093348,-1.08537203209746,0.069,0.087,1,"MAGED1"
"CFL2",0.224532465159952,-1.86852957979155,0.037,0.13,1,"CFL2"
"HSH2D",0.22468590622127,-0.737593807564868,0.132,0.174,1,"HSH2D"
"YARS2",0.225410838922979,-2.0410072018535,0.048,0.13,1,"YARS2"
"CHCHD2",0.225606070125004,0.32820758884948,0.783,0.783,1,"CHCHD2"
"DNAJC27",0.225626355366258,-0.969300806142654,0.069,0.087,1,"DNAJC27"
"PTPRN2",0.226200103639359,2.52983260488458,0.063,0,1,"PTPRN2"
"NSD3",0.226221026907631,-0.382453468538025,0.556,0.609,1,"NSD3"
"CUL2",0.226294702489094,1.58371746583279,0.153,0.043,1,"CUL2"
"OXA1L",0.226408776632127,-0.741792795471013,0.222,0.391,1,"OXA1L"
"TTC14",0.226497211988505,-0.862503506668437,0.243,0.435,1,"TTC14"
"SUMO3",0.22691813513659,-0.538282783394181,0.206,0.348,1,"SUMO3"
"HLA-DQB1",0.227131541725618,-1.1011965996733,0.18,0.261,1,"HLA-DQB1"
"NFE2L2",0.227162601282886,1.53114797967898,0.217,0.087,1,"NFE2L2"
"COQ9",0.227174794530222,-1.14886239034035,0.079,0.13,1,"COQ9"
"CBLB",0.227302616052109,0.548974463596564,0.349,0.217,1,"CBLB"
"ZNF500",0.227331717783923,-2.43561968015968,0.016,0.087,1,"ZNF500"
"POLR3K",0.227420669023812,-1.03089587809965,0.122,0.217,1,"POLR3K"
"OCIAD2",0.227640451775364,-0.183922374695888,0.302,0.435,1,"OCIAD2"
"TEN1",0.227690722239541,-2.0747545502051,0.037,0.13,1,"TEN1"
"HSD17B10",0.227720626219733,1.23705245540099,0.212,0.087,1,"HSD17B10"
"PMS2",0.227889336639746,0.0188057819102938,0.074,0.043,1,"PMS2"
"ZNF148",0.227906677359819,0.816955922809562,0.339,0.217,1,"ZNF148"
"THEMIS",0.228090042831767,0.139112597392258,0.481,0.609,1,"THEMIS"
"TNFAIP8L1",0.228141925955758,-2.52875738603735,0.016,0.087,1,"TNFAIP8L1"
"ZFP36",0.228150698649313,0.579675833900005,0.751,0.609,1,"ZFP36"
"MALAT1",0.228312182437378,-0.181130341153032,1,1,1,"MALAT1"
"TMEM120B",0.228380014181102,-0.571293389413631,0.09,0.087,1,"TMEM120B"
"C21orf91",0.228664999778807,-0.974081639028414,0.169,0.304,1,"C21orf91"
"IFI27",0.228836851995063,-0.0750783518719904,0.085,0.043,1,"IFI27"
"SHMT2",0.228974183068214,-1.07309125266566,0.143,0.304,1,"SHMT2"
"TM2D2",0.229032950170488,-2.45545198928711,0.016,0.087,1,"TM2D2"
"SLC17A5",0.229065713648026,-1.48105726985841,0.063,0.174,1,"SLC17A5"
"UBA5",0.229417466233327,-1.53734198312251,0.09,0.217,1,"UBA5"
"POLDIP3",0.229445972999668,-1.0881005481784,0.138,0.261,1,"POLDIP3"
"ZZEF1",0.2294947904474,-0.314646755596615,0.201,0.304,1,"ZZEF1"
"RNF114",0.229539596713659,1.23174353519525,0.212,0.087,1,"RNF114"
"RSL1D1",0.229828349627111,0.877726979537908,0.265,0.174,1,"RSL1D1"
"DDX6",0.229989917967614,0.0311881605276567,0.497,0.391,1,"DDX6"
"ADSS",0.230078621779822,-0.0526197785313161,0.19,0.304,1,"ADSS"
"DOCK11",0.230117825153338,1.01609864124153,0.307,0.174,1,"DOCK11"
"TRAC",0.230123693414841,0.986881479929946,0.571,0.435,1,"TRAC"
"YARS1",0.230262184714153,1.05622216218944,0.185,0.087,1,"YARS1"
"SVBP",0.230406878381355,-0.859651539026157,0.074,0.087,1,"SVBP"
"DUSP3",0.230512110840061,-2.96799611291416,0.016,0.087,1,"DUSP3"
"TCEA2",0.231093115753084,-1.21230689970471,0.063,0.087,1,"TCEA2"
"ENDOG",0.231213202760737,-1.18178919432669,0.069,0.174,1,"ENDOG"
"MCTS1",0.231298636309887,-0.908026862656982,0.127,0.261,1,"MCTS1"
"WDR60",0.231319755531031,2.30567025926537,0.053,0,1,"WDR60"
"HSPB1",0.231393243984258,-1.3339479790046,0.116,0.261,1,"HSPB1"
"MIR4435-2HG",0.231453257179598,-0.845055130140763,0.185,0.348,1,"MIR4435-2HG"
"ZNF230",0.231497707698866,-2.60480591991283,0.016,0.087,1,"ZNF230"
"FGFBP2",0.231572649008488,0.20633452756109,0.915,0.957,1,"FGFBP2"
"ZFP62",0.231756614517473,2.20951983628402,0.053,0,1,"ZFP62"
"ATMIN",0.231791560755182,-1.05884515485186,0.095,0.217,1,"ATMIN"
"LAMTOR4",0.231908415000988,0.764709621069415,0.471,0.348,1,"LAMTOR4"
"STARD10",0.231994656012202,-1.32375665124784,0.058,0.087,1,"STARD10"
"ZNF683",0.232830069716961,1.45761231503173,0.238,0.174,1,"ZNF683"
"MIF",0.232882142775379,-0.599633015969344,0.73,0.826,1,"MIF"
"MON2",0.233151800873002,0.492053926346458,0.286,0.174,1,"MON2"
"CCDC85B",0.233178783542361,0.936694507610442,0.376,0.304,1,"CCDC85B"
"RFK",0.233311533953665,-0.87829801496524,0.079,0.087,1,"RFK"
"CCNDBP1",0.233584204353599,-0.119914256406547,0.386,0.348,1,"CCNDBP1"
"WDR7",0.233638049611161,1.66613491564843,0.153,0.043,1,"WDR7"
"ENSG00000286153",0.233796582973206,-2.56568078891707,0.016,0.087,1,"ENSG00000286153"
"EAF2",0.233803433393158,-2.51316846699435,0.021,0.087,1,"EAF2"
"ZNF836",0.233950555266485,-1.63645791875677,0.053,0.13,1,"ZNF836"
"ENSG00000247121",0.234248582325551,-2.68892173230023,0.016,0.087,1,"ENSG00000247121"
"CNBD2",0.234262739372653,-2.11875849921298,0.042,0.13,1,"CNBD2"
"PDE4D",0.234919361707548,0.729005914783093,0.407,0.304,1,"PDE4D"
"VILL",0.23498795872117,-2.12584819557876,0.032,0.087,1,"VILL"
"ARIH2",0.235202765159648,0.842122545430246,0.376,0.217,1,"ARIH2"
"NORAD",0.235417944590468,1.60923891751653,0.153,0.043,1,"NORAD"
"RELA",0.23552389105209,0.777768402111578,0.312,0.217,1,"RELA"
"DENND2D",0.235772082372036,-0.220871845852547,0.206,0.174,1,"DENND2D"
"MCPH1",0.235893737081206,-0.373503987413392,0.159,0.261,1,"MCPH1"
"FAF2",0.235942065199386,1.68492216023196,0.143,0.043,1,"FAF2"
"N6AMT1",0.236039706364758,-2.37642258116576,0.016,0.087,1,"N6AMT1"
"PHAX",0.2362481377892,-0.975748486085341,0.159,0.304,1,"PHAX"
"SEPTIN1",0.236395247401802,0.629724900499502,0.381,0.217,1,"SEPTIN1"
"CD69",0.236395642796091,0.022635004593597,0.423,0.565,1,"CD69"
"TCF7",0.236636633754741,-1.4791323130773,0.095,0.217,1,"TCF7"
"CHCHD4",0.236650797566487,-1.7166287488161,0.037,0.13,1,"CHCHD4"
"C11orf49",0.236834321666354,-1.85709147936624,0.026,0.087,1,"C11orf49"
"AC093512.2",0.237333455386994,-2.504938414524,0.016,0.087,1,"AC093512.2"
"MSC-AS1",0.237335081599044,1.50726067692107,0.122,0.043,1,"MSC-AS1"
"RNF26",0.237977081998128,-1.97020860328455,0.016,0.087,1,"RNF26"
"SMAP1",0.238043148793649,0.885381387172436,0.286,0.174,1,"SMAP1"
"SUZ12",0.238241031151398,-0.675752936960869,0.259,0.348,1,"SUZ12"
"DCTN1",0.238374876843884,-0.574791877565842,0.122,0.13,1,"DCTN1"
"UBE2W",0.238500313589703,-1.10991042548263,0.122,0.261,1,"UBE2W"
"FBXL20",0.238697374463872,1.26498884144193,0.185,0.087,1,"FBXL20"
"USP18",0.238880518775609,-0.877324533133963,0.074,0.174,1,"USP18"
"NDEL1",0.239088144196573,1.43171834445006,0.153,0.043,1,"NDEL1"
"AAGAB",0.239116763383091,1.55017872607724,0.122,0.043,1,"AAGAB"
"ATP5F1C",0.239247630886776,0.88842910085427,0.392,0.261,1,"ATP5F1C"
"BTBD6",0.239296269099204,-1.07032486650191,0.09,0.217,1,"BTBD6"
"POM121C",0.239344076114951,-0.955848188165921,0.159,0.261,1,"POM121C"
"RSAD2",0.239361256506853,-0.22402024288213,0.058,0.13,1,"RSAD2"
"TNFRSF1B",0.23937835995007,0.630124229923483,0.556,0.391,1,"TNFRSF1B"
"NIBAN1",0.239485155176909,0.338664528451777,0.386,0.261,1,"NIBAN1"
"CNN2",0.239680296794385,-0.63519120208816,0.381,0.565,1,"CNN2"
"NSRP1",0.24002969389037,-0.685806027165927,0.164,0.304,1,"NSRP1"
"NUAK2",0.24024862692248,-2.55632601429644,0.016,0.087,1,"NUAK2"
"NFIL3",0.240279511653063,-1.25612966514599,0.069,0.174,1,"NFIL3"
"ZBTB38",0.240667076258269,0.734129160600043,0.381,0.217,1,"ZBTB38"
"PPIE",0.240701647256687,1.60578691158922,0.159,0.043,1,"PPIE"
"CBL",0.240883527263156,-0.831096368316977,0.175,0.217,1,"CBL"
"AL139246.5",0.24100625804412,1.80249101311627,0.116,0.043,1,"AL139246.5"
"GABARAPL2",0.241088083325599,-0.138581762446107,0.386,0.304,1,"GABARAPL2"
"UIMC1",0.241108015603464,-1.09961457067038,0.116,0.261,1,"UIMC1"
"TBC1D5",0.241500774471745,0.971307908625112,0.296,0.217,1,"TBC1D5"
"PPP2R2B",0.241595551582571,-0.269969002293962,0.233,0.348,1,"PPP2R2B"
"RPS3",0.241731715641281,-0.181007451150341,1,1,1,"RPS3"
"CKAP2",0.241907102390724,-0.82048764970672,0.159,0.304,1,"CKAP2"
"NDUFA8",0.242644873372579,-0.483865980220448,0.159,0.261,1,"NDUFA8"
"KIAA1109",0.242731564283716,-1.00622929353503,0.095,0.217,1,"KIAA1109"
"LYST",0.242776814265321,0.428095431060852,0.746,0.652,1,"LYST"
"NFIC",0.242961614444609,-1.4338967956496,0.037,0.13,1,"NFIC"
"VPS37B",0.24301381705505,0.766330573131259,0.339,0.261,1,"VPS37B"
"DPY30",0.243176623880358,-0.514323568567689,0.185,0.304,1,"DPY30"
"USP19",0.243319170477662,-0.433742270785633,0.095,0.087,1,"USP19"
"SNHG7",0.243807426265025,-0.595977860108975,0.402,0.609,1,"SNHG7"
"ATP5PF",0.244072037751563,0.0970829458978797,0.434,0.522,1,"ATP5PF"
"IFIT1",0.244245993766341,-1.57446523036698,0.074,0.174,1,"IFIT1"
"UBTF",0.244289378091165,1.082059276743,0.249,0.13,1,"UBTF"
"TSHZ1",0.244346688900504,-1.16582833939041,0.159,0.304,1,"TSHZ1"
"ARMC2",0.244351868668118,-1.26264532635916,0.063,0.174,1,"ARMC2"
"CUTC",0.244674534655586,1.40173451230219,0.159,0.043,1,"CUTC"
"DGCR6L",0.24478424765021,-0.75743189417033,0.19,0.348,1,"DGCR6L"
"SHFL",0.244852897240597,-0.660170395452818,0.328,0.522,1,"SHFL"
"PTPN22",0.245050382308449,0.762026837280829,0.407,0.261,1,"PTPN22"
"NR1H3",0.245375616428909,-2.70866806395328,0.016,0.087,1,"NR1H3"
"LPIN2",0.245562318303777,-0.857322146872838,0.254,0.391,1,"LPIN2"
"BRPF3",0.245671597641314,-1.86886629637863,0.037,0.13,1,"BRPF3"
"ZFP14",0.245782773219585,-1.4665490465162,0.058,0.13,1,"ZFP14"
"PSAT1",0.245838704518585,-2.37546578546034,0.016,0.087,1,"PSAT1"
"NDUFA9",0.245911579760868,-0.552373821844818,0.217,0.348,1,"NDUFA9"
"AKIRIN2",0.245921830186742,0.946088248382696,0.275,0.174,1,"AKIRIN2"
"JUN",0.245941668842301,0.345374123068716,0.593,0.652,1,"JUN"
"PRPF4",0.246263914450376,-1.57993686442225,0.063,0.13,1,"PRPF4"
"TMEM63A",0.246565429043589,-2.19855531167992,0.026,0.087,1,"TMEM63A"
"PYURF",0.247508110210587,-0.186256501998901,0.254,0.391,1,"PYURF"
"ANP32A",0.247689514924774,-0.543654772423247,0.407,0.609,1,"ANP32A"
"TASP1",0.247710224131823,1.37315647527515,0.148,0.043,1,"TASP1"
"ARMC8",0.248156270167866,-1.46549080327964,0.132,0.261,1,"ARMC8"
"DYRK2",0.248313037356975,-0.422393338172277,0.159,0.261,1,"DYRK2"
"TAOK1",0.248336663411439,1.59341496600846,0.138,0.043,1,"TAOK1"
"GCSH",0.248435259306179,-1.82591734337074,0.016,0.087,1,"GCSH"
"COA5",0.248456205304038,-1.03167975181185,0.127,0.261,1,"COA5"
"MCUB",0.248579028850326,0.599653442556599,0.302,0.174,1,"MCUB"
"XPR1",0.248604738631267,-0.991495942142445,0.09,0.13,1,"XPR1"
"FAM207A",0.24878595885969,-1.14532854427611,0.069,0.13,1,"FAM207A"
"RAB4B",0.248877535596767,1.27821382228175,0.212,0.087,1,"RAB4B"
"ABHD17C",0.248918050912385,-2.63023516055996,0.016,0.087,1,"ABHD17C"
"ERVK13-1",0.248965096366567,-2.79835149222231,0.016,0.087,1,"ERVK13-1"
"DNAJC11",0.249360102446573,-0.943911341636002,0.042,0.13,1,"DNAJC11"
"EIF3I",0.249480630482709,-0.0396053101993183,0.323,0.391,1,"EIF3I"
"RHBDD2",0.249864104943121,-0.468240810293654,0.196,0.304,1,"RHBDD2"
"DARS",0.249884831066653,-0.699592893461239,0.127,0.261,1,"DARS"
"NXPE3",0.250001171258496,-0.510428716046723,0.085,0.087,1,"NXPE3"
"KIAA1671",0.250048610459363,1.66821322335476,0.138,0.043,1,"KIAA1671"
"LENG8-AS1",0.250178972295294,-2.45029017026125,0.016,0.087,1,"LENG8-AS1"
"RAD23A",0.25020073870092,0.321590268170309,0.386,0.391,1,"RAD23A"
"RELCH",0.250224349082696,-0.208356692302092,0.153,0.217,1,"RELCH"
"ZC3H15",0.250475349806612,-0.555996984555721,0.36,0.435,1,"ZC3H15"
"C17orf49",0.250562391972539,1.13737904057251,0.307,0.174,1,"C17orf49"
"IKZF3",0.250669236000195,0.508231532984688,0.593,0.522,1,"IKZF3"
"RPUSD2",0.25069180937904,-1.33764659822628,0.042,0.13,1,"RPUSD2"
"ARHGAP15",0.250795965930641,0.568774808326468,0.545,0.391,1,"ARHGAP15"
"TMED10",0.250851249195823,0.600083652914664,0.333,0.261,1,"TMED10"
"ZFY",0.250872315924787,-2.12446183892974,0.016,0.087,1,"ZFY"
"SPAG5-AS1",0.25102039287252,-2.01857083410513,0.016,0.087,1,"SPAG5-AS1"
"HLA-DMA",0.251038679661663,-1.03985247714212,0.122,0.261,1,"HLA-DMA"
"MRPL2",0.251130563430911,-1.45743852853431,0.063,0.174,1,"MRPL2"
"PAFAH1B1",0.251200354101246,0.352601625763203,0.476,0.478,1,"PAFAH1B1"
"TOMM34",0.251208274419772,-2.39212280898982,0.016,0.087,1,"TOMM34"
"SGTA",0.251229705866858,-0.713522487929456,0.106,0.217,1,"SGTA"
"SLC25A26",0.251325420804228,1.38750239989195,0.148,0.043,1,"SLC25A26"
"GNB1",0.251533610353083,0.383730378658965,0.439,0.435,1,"GNB1"
"UFD1",0.251769224394096,1.0782043991421,0.249,0.13,1,"UFD1"
"CDK2",0.251941340661799,-1.85650995699638,0.021,0.087,1,"CDK2"
"PUF60",0.252332284076452,0.905298838503883,0.27,0.13,1,"PUF60"
"ADAM8",0.252360185581647,0.490269918509159,0.402,0.391,1,"ADAM8"
"SCAMP3",0.252377980567443,-0.88803787241436,0.132,0.174,1,"SCAMP3"
"SKAP1",0.252525356515996,-0.600113163750216,0.571,0.696,1,"SKAP1"
"CHRNB1",0.252668352158595,-1.35822115510939,0.048,0.13,1,"CHRNB1"
"ATP11B",0.252677189244042,0.488776516732071,0.307,0.174,1,"ATP11B"
"C1GALT1C1",0.252805103458871,-2.00053442012606,0.037,0.13,1,"C1GALT1C1"
"ABT1",0.252991030761843,-0.828889851232815,0.201,0.304,1,"ABT1"
"DOLK",0.253250563587088,-1.96548968754638,0.021,0.087,1,"DOLK"
"MAP2K3",0.253453264189677,-0.502838443984871,0.312,0.304,1,"MAP2K3"
"SCLT1",0.25351024475796,-0.356100306562732,0.196,0.304,1,"SCLT1"
"UQCRH",0.253587157983049,0.645864337699376,0.503,0.435,1,"UQCRH"
"FAM193A",0.253727517867713,1.41988409328848,0.143,0.043,1,"FAM193A"
"NFKBIL1",0.253774480144414,-2.10075708990617,0.037,0.13,1,"NFKBIL1"
"ANKRD37",0.254567297512352,-0.278579062036654,0.111,0.13,1,"ANKRD37"
"GOLGA7",0.254816057757335,-0.135458690248807,0.238,0.217,1,"GOLGA7"
"MAP2K2",0.254820684909606,-0.353455351004252,0.513,0.696,1,"MAP2K2"
"PDXK",0.254847691693725,1.42198567884602,0.143,0.043,1,"PDXK"
"SLC16A1",0.254901809453799,-2.03555779162375,0.037,0.13,1,"SLC16A1"
"KDM7A",0.25493392340658,-0.419487504869367,0.249,0.391,1,"KDM7A"
"ATP6V0C",0.255002631187241,-0.384284150855806,0.571,0.609,1,"ATP6V0C"
"CA5B",0.255067208755167,-1.21237187265863,0.153,0.304,1,"CA5B"
"PTPN2",0.255107363625983,0.3628744168834,0.185,0.217,1,"PTPN2"
"SH3GLB1",0.255201065234818,-0.621335032093325,0.291,0.478,1,"SH3GLB1"
"ZSWIM8",0.255273815329505,1.53098923312218,0.148,0.043,1,"ZSWIM8"
"COQ10B",0.255588538318074,1.45304514468093,0.222,0.087,1,"COQ10B"
"ABHD18",0.255620616615489,1.37264574293687,0.148,0.043,1,"ABHD18"
"DHX40",0.255671487959388,-1.04721657683632,0.095,0.217,1,"DHX40"
"EXOSC9",0.255773129754939,1.75219703437495,0.143,0.043,1,"EXOSC9"
"RUNX1",0.25596911465265,-0.131279576979615,0.312,0.261,1,"RUNX1"
"MSN",0.25602992687041,0.525618319979565,0.741,0.652,1,"MSN"
"POLR2J",0.256112519346564,-0.492055633378876,0.254,0.391,1,"POLR2J"
"JAK1",0.256334799355904,-0.141059553917251,0.751,0.913,1,"JAK1"
"APH1B",0.256524929606148,-1.64543750457736,0.037,0.13,1,"APH1B"
"ITGAE",0.256808202275581,-0.377196170313533,0.185,0.304,1,"ITGAE"
"MDFIC",0.257070131246916,-0.822925378772412,0.18,0.261,1,"MDFIC"
"UTY",0.257299954263567,-1.66310540038747,0.053,0.13,1,"UTY"
"MOB1A",0.257352449595632,0.614336558196101,0.407,0.304,1,"MOB1A"
"MARK3",0.257417912927916,-0.75069576113171,0.254,0.435,1,"MARK3"
"EEF1G",0.257538435702866,0.238266848517996,0.82,0.87,1,"EEF1G"
"SMKR1",0.25755550616662,-1.6589589146646,0.021,0.087,1,"SMKR1"
"ATG13",0.257754233466067,1.3790315965789,0.148,0.043,1,"ATG13"
"SEL1L",0.257943288483076,1.39706505540438,0.196,0.087,1,"SEL1L"
"TMBIM6",0.258222226143979,0.387878504690288,0.72,0.696,1,"TMBIM6"
"CLK4",0.258238890984892,-1.03136333862049,0.164,0.304,1,"CLK4"
"SAT1",0.258349714325931,-0.55968194466026,0.37,0.565,1,"SAT1"
"ETFDH",0.258373270581239,-1.81869990143377,0.037,0.13,1,"ETFDH"
"TGFBR3",0.258486565785668,0.558900658641037,0.614,0.435,1,"TGFBR3"
"HMBOX1",0.25873094627719,1.60994781031398,0.143,0.043,1,"HMBOX1"
"CENPC",0.258796541111683,-0.433865219056617,0.249,0.391,1,"CENPC"
"NDUFAB1",0.25881836530073,1.06772839964406,0.312,0.174,1,"NDUFAB1"
"MFSD12",0.258820067156271,-1.51500545779837,0.042,0.13,1,"MFSD12"
"TBC1D25",0.258892285212301,-0.595339015131782,0.101,0.087,1,"TBC1D25"
"ARPC5L",0.259105203236913,0.8632358447695,0.339,0.217,1,"ARPC5L"
"WDR46",0.259175326849788,0.0661630874984955,0.085,0.043,1,"WDR46"
"ELF1",0.259715953934968,0.328154798468214,0.45,0.478,1,"ELF1"
"MED27",0.259738412132391,-0.983335028891938,0.127,0.261,1,"MED27"
"RASSF1",0.260040357432137,-0.344132685182609,0.349,0.391,1,"RASSF1"
"PARVG",0.260162429004019,-0.750519167504582,0.159,0.304,1,"PARVG"
"MYADM",0.260252586217954,-0.961573436260629,0.286,0.478,1,"MYADM"
"SEC16A",0.26044906144855,1.33452847963902,0.148,0.043,1,"SEC16A"
"BHLHE40",0.260480754720074,0.426301323595794,0.439,0.304,1,"BHLHE40"
"CYB5R4",0.260828652259991,0.692747131962294,0.206,0.174,1,"CYB5R4"
"AC024028.1",0.261177227590156,2.58322373314087,0.053,0,1,"AC024028.1"
"TTC1",0.261201594274041,-0.401412681742678,0.206,0.348,1,"TTC1"
"FLT3LG",0.26152295037683,-0.305984120989805,0.217,0.217,1,"FLT3LG"
"PRPSAP1",0.261572207629328,0.0358011444364449,0.19,0.13,1,"PRPSAP1"
"NPEPPS",0.261798450201575,0.0711566374185201,0.296,0.348,1,"NPEPPS"
"PPID",0.261897149023032,-0.703993186576345,0.18,0.261,1,"PPID"
"GMDS",0.262194706319524,1.41878866487272,0.143,0.043,1,"GMDS"
"RABGAP1L",0.262208080720008,0.263611890340906,0.693,0.565,1,"RABGAP1L"
"MRPL33",0.262372260462509,1.05358969698516,0.307,0.174,1,"MRPL33"
"HSP90AB1",0.262510968591807,-0.00454709675035869,0.402,0.522,1,"HSP90AB1"
"TWF1",0.262544496165312,-1.27602607072191,0.074,0.13,1,"TWF1"
"SRF",0.263052360334811,-0.831747865417384,0.101,0.13,1,"SRF"
"PHACTR4",0.263452041711786,1.48471438554205,0.143,0.043,1,"PHACTR4"
"N4BP2L2",0.263477029431914,0.490046794729469,0.529,0.435,1,"N4BP2L2"
"MIA2",0.263712066199264,0.573132148448512,0.233,0.13,1,"MIA2"
"PTPN7",0.263976667257009,1.28029904595674,0.196,0.087,1,"PTPN7"
"DGCR8",0.264072726657523,-1.15357101049835,0.048,0.13,1,"DGCR8"
"MED12",0.26410629857084,-0.973499861729849,0.074,0.087,1,"MED12"
"NMRAL1",0.264166388240479,-0.558388666123796,0.196,0.217,1,"NMRAL1"
"DDX21",0.264305330767653,-0.508136056068133,0.243,0.304,1,"DDX21"
"ACTR1B",0.264686903022623,-0.644504639184442,0.138,0.261,1,"ACTR1B"
"ARF5",0.264898454073311,-0.0762517009840371,0.492,0.609,1,"ARF5"
"SP3",0.265666735318071,0.558222005364291,0.228,0.13,1,"SP3"
"PPP2R5B",0.266093927686606,-1.81208976906071,0.042,0.13,1,"PPP2R5B"
"RNF19A",0.266155179945538,0.293272539772286,0.439,0.522,1,"RNF19A"
"SNHG6",0.266338949476537,-0.0544487921174692,0.55,0.696,1,"SNHG6"
"EXOSC3",0.266365129155347,0.0617393159032775,0.138,0.087,1,"EXOSC3"
"DNAJB6",0.266701155868324,0.216637120043755,0.37,0.435,1,"DNAJB6"
"PSMD13",0.266740513377818,-0.198824485479244,0.238,0.348,1,"PSMD13"
"ENSG00000258657",0.266877283662344,-1.22858873733998,0.032,0.087,1,"ENSG00000258657"
